,State_FIPS_Code,County_FIPS_Code,Diabetes,FluB_Ind,Syphilis_Ind,HepA_Rpt,HepA_Ind,HepA_Exp,HepB_Rpt,HepB_Ind,HepB_Exp,Meas_Ind,Pert_Ind,Pert_Exp,CRS_Ind
229,8,93,2.5,3.0,3.0,8.0,4.0,8.0,1.0,4.0,3.0,4.0,4.0,7.0,3.0
230,8,97,2.1,3.0,3.0,18.0,4.0,6.0,3.0,4.0,3.0,4.0,4.0,9.0,3.0
231,8,99,9.3,3.0,3.0,7.0,4.0,16.0,1.5,3.0,4.0,3.0,3.0,1.0,3.0
232,8,101,9.0,3.0,3.0,6.0,3.0,13.0,10.0,3.0,18.0,3.0,4.0,18.0,3.0
233,8,103,7.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0
234,8,107,0.7,3.0,3.0,14.0,4.0,8.0,4.0,4.0,4.0,3.0,4.0,11.0,3.0
235,8,115,8.3,3.0,3.0,2.0,4.0,1.0,3.5,3.0,1.5,3.0,4.0,1.0,3.0
236,8,117,0.6,3.0,3.0,26.0,4.0,9.0,3.0,3.0,4.0,4.0,3.0,13.0,3.0
237,8,119,5.2,4.0,3.0,6.0,4.0,8.0,5.0,4.0,2.0,3.0,4.0,6.0,3.0
238,8,123,4.8,3.0,3.0,22.0,4.0,12.0,6.0,3.0,12.0,3.0,4.0,18.0,3.0
239,8,125,3.7,4.0,3.0,3.0,4.0,5.0,1.5,3.0,1.0,3.0,4.0,1.0,3.0
240,9,1,5.1,3.0,3.0,125.0,4.0,107.0,41.0,3.0,54.0,3.0,3.0,81.0,3.0
241,9,3,6.3,3.0,3.0,79.0,3.0,104.0,35.0,3.0,52.0,3.0,3.0,78.0,3.0
242,9,5,5.8,4.0,3.0,14.0,4.0,11.0,2.0,3.0,11.0,3.0,3.0,17.0,3.0
243,9,7,5.2,3.0,3.0,9.0,3.0,10.0,7.0,3.0,5.0,3.0,3.0,19.0,3.0
244,9,9,7.3,4.0,3.0,149.0,4.0,100.0,37.0,3.0,50.0,3.0,3.0,75.0,3.0
245,9,11,6.6,4.0,3.0,32.0,4.0,24.0,10.0,3.0,16.0,3.0,3.0,24.0,3.0
246,9,13,4.2,3.0,4.0,9.0,3.0,9.0,4.0,3.0,4.0,3.0,3.0,17.0,3.0
247,9,15,7.4,3.0,3.0,6.0,3.0,7.0,6.0,4.0,3.0,3.0,4.0,13.0,3.0
248,10,1,8.5,3.0,3.0,5.0,3.0,12.0,5.0,3.0,8.0,3.0,3.0,8.0,3.0
249,10,3,6.6,3.0,4.0,25.0,3.0,46.0,41.0,4.0,31.0,3.0,3.0,46.0,3.0
250,10,5,8.9,3.0,4.0,10.0,4.0,25.0,11.0,3.0,10.0,3.0,3.0,30.0,3.0
251,11,1,7.8,3.0,4.0,204.0,4.0,85.0,48.0,3.0,68.0,3.0,3.0,51.0,3.0
252,12,1,7.1,3.0,3.0,21.0,4.0,20.0,12.0,3.0,26.0,3.0,3.0,26.0,3.0
253,12,3,10.3,3.0,3.0,2.0,3.0,15.0,8.0,4.0,4.0,3.0,3.0,7.0,3.0
254,12,5,6.9,3.0,3.0,4.0,3.0,14.0,9.0,3.0,18.0,3.0,3.0,18.0,3.0
255,12,7,8.1,3.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,3.0,4.0,3.0,3.0
256,12,9,8.8,3.0,3.0,34.0,3.0,45.0,15.0,3.0,30.0,3.0,3.0,30.0,3.0
257,12,11,7.1,4.0,4.0,327.0,4.0,204.0,150.0,4.0,153.0,3.0,3.0,153.0,3.0
258,12,13,4.8,3.0,3.0,6.0,4.0,4.0,13.0,4.0,4.0,3.0,3.0,1.0,3.0
259,12,15,9.1,3.0,3.0,4.0,3.0,9.0,1.0,3.0,9.0,3.0,3.0,13.0,3.0
260,12,17,11.6,4.0,3.0,12.0,4.0,11.0,8.0,3.0,15.0,3.0,3.0,15.0,3.0
261,12,19,7.9,3.0,4.0,4.0,3.0,9.0,6.0,3.0,5.0,3.0,3.0,18.0,3.0
262,12,21,8.4,3.0,4.0,10.0,3.0,41.0,13.0,3.0,17.0,3.0,3.0,50.0,3.0
263,12,23,10.4,4.0,3.0,2.0,3.0,9.0,10.0,3.0,12.0,3.0,3.0,6.0,3.0
264,12,27,11.3,3.0,3.0,1.0,3.0,8.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0
265,12,29,7.4,4.0,3.0,3.0,3.0,9.0,2.0,3.0,4.0,3.0,4.0,8.0,3.0
266,12,31,6.5,3.0,3.0,34.0,3.0,120.0,129.0,4.0,96.0,3.0,3.0,72.0,3.0
267,12,33,8.4,3.0,3.0,11.0,3.0,36.0,31.0,3.0,36.0,3.0,3.0,36.0,3.0
268,12,35,9.7,4.0,3.0,5.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0
269,12,37,2.7,3.0,4.0,5.0,3.0,5.0,7.0,4.0,2.0,3.0,4.0,2.0,3.0
270,12,39,16.6,3.0,4.0,5.0,4.0,2.0,5.0,3.0,5.0,3.0,3.0,1.5,3.0
271,12,41,8.9,4.0,4.0,1.0,3.0,10.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
272,12,43,6.9,4.0,4.0,13.0,4.0,6.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0
273,12,45,10.1,3.0,3.0,4.0,4.0,3.0,10.0,4.0,4.0,3.0,3.0,1.0,3.0
274,12,51,7.6,3.0,3.0,11.0,4.0,9.0,3.0,3.0,7.0,3.0,3.0,7.0,3.0
275,12,53,10.3,4.0,3.0,8.0,3.0,12.0,5.0,3.0,17.0,3.0,3.0,17.0,3.0
276,12,55,9.6,3.0,3.0,9.0,3.0,13.0,8.0,3.0,9.0,3.0,3.0,4.0,3.0
277,12,57,8.0,3.0,3.0,194.0,4.0,157.0,184.0,4.0,126.0,3.0,3.0,94.0,3.0
278,12,59,13.1,3.0,4.0,4.0,3.0,11.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0
279,12,61,7.4,3.0,4.0,18.0,4.0,12.0,7.0,3.0,12.0,3.0,3.0,17.0,3.0
280,12,63,6.8,3.0,3.0,1.5,3.0,5.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0
281,12,65,6.3,3.0,4.0,5.0,4.0,4.0,10.0,4.0,4.0,3.0,3.0,1.0,3.0
282,12,69,7.8,3.0,4.0,50.0,4.0,35.0,8.0,3.0,14.0,3.0,3.0,42.0,3.0
283,12,71,9.8,3.0,3.0,53.0,4.0,43.0,41.0,4.0,29.0,3.0,3.0,29.0,3.0
284,12,73,4.6,3.0,4.0,29.0,4.0,22.0,16.0,3.0,29.0,3.0,3.0,29.0,3.0
285,12,75,6.8,3.0,3.0,10.0,4.0,9.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0
286,12,77,7.3,3.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0
287,12,79,17.2,3.0,3.0,4.0,3.0,6.0,7.0,4.0,6.0,3.0,3.0,2.0,3.0
288,12,81,8.2,3.0,4.0,28.0,4.0,42.0,29.0,4.0,17.0,3.0,3.0,50.0,3.0
289,12,83,9.4,4.0,3.0,12.0,3.0,25.0,28.0,4.0,33.0,3.0,3.0,33.0,3.0
290,12,85,6.4,3.0,4.0,15.0,4.0,8.0,9.0,4.0,8.0,3.0,3.0,12.0,3.0
291,12,86,8.1,3.0,4.0,441.0,4.0,277.0,207.0,4.0,208.0,3.0,3.0,208.0,3.0
292,12,87,7.2,3.0,4.0,34.0,4.0,8.0,16.0,4.0,8.0,3.0,3.0,12.0,3.0
293,12,89,9.8,4.0,3.0,5.0,3.0,9.0,9.0,4.0,9.0,3.0,3.0,6.0,3.0
294,12,91,7.6,3.0,3.0,14.0,4.0,16.0,27.0,4.0,10.0,3.0,3.0,10.0,3.0
295,12,93,8.5,4.0,3.0,40.0,4.0,11.0,4.0,3.0,9.0,3.0,3.0,2.0,3.0
296,12,95,7.2,3.0,4.0,141.0,4.0,142.0,144.0,4.0,113.0,3.0,3.0,85.0,3.0
297,12,97,7.3,3.0,3.0,15.0,4.0,18.0,4.0,3.0,12.0,3.0,3.0,12.0,3.0
298,12,99,7.8,4.0,3.0,114.0,3.0,142.0,125.0,4.0,107.0,3.0,3.0,107.0,3.0
299,12,101,8.1,3.0,3.0,23.0,3.0,45.0,22.0,3.0,45.0,3.0,3.0,45.0,3.0
300,12,103,8.5,3.0,3.0,80.0,3.0,139.0,158.0,4.0,111.0,3.0,3.0,83.0,3.0
301,12,105,9.2,4.0,4.0,439.0,4.0,60.0,124.0,4.0,60.0,3.0,3.0,60.0,3.0
302,12,107,11.6,4.0,4.0,4.0,3.0,11.0,17.0,4.0,14.0,3.0,4.0,7.0,3.0
303,12,109,6.4,3.0,3.0,12.0,4.0,20.0,7.0,3.0,8.0,3.0,3.0,25.0,3.0
304,12,111,10.4,3.0,3.0,11.0,3.0,19.0,13.0,3.0,25.0,3.0,3.0,25.0,3.0
305,12,113,4.8,3.0,3.0,2.0,3.0,11.0,7.0,4.0,8.0,3.0,3.0,8.0,3.0
306,12,115,6.4,4.0,4.0,26.0,4.0,20.0,24.0,4.0,20.0,3.0,3.0,31.0,3.0
307,12,117,6.3,3.0,3.0,37.0,4.0,23.0,32.0,4.0,23.0,3.0,3.0,34.0,3.0
308,12,119,12.9,3.0,4.0,17.0,4.0,14.0,5.0,3.0,8.0,3.0,3.0,6.0,3.0
309,12,121,7.2,3.0,4.0,3.0,3.0,5.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0
310,12,123,13.5,4.0,4.0,2.0,3.0,21.0,8.0,4.0,6.0,3.0,3.0,2.0,3.0
311,12,125,4.4,3.0,3.0,9.0,4.0,5.0,12.0,4.0,4.0,3.0,3.0,4.5,3.0
312,12,127,9.2,3.0,3.0,19.0,3.0,55.0,25.0,3.0,55.0,3.0,3.0,55.0,3.0
313,12,129,6.7,3.0,4.0,2.0,3.0,9.0,6.0,4.0,4.0,3.0,4.0,7.0,3.0
314,12,131,8.8,3.0,3.0,3.0,3.0,11.0,9.0,4.0,6.0,3.0,3.0,4.0,3.0
315,12,133,13.4,3.0,4.0,3.0,3.0,12.0,6.0,4.0,6.0,3.0,3.0,2.0,3.0
316,13,1,9.2,4.0,4.0,5.0,4.0,5.0,1.0,3.0,5.0,3.0,3.0,2.0,3.0
317,13,3,8.1,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0
318,13,5,6.9,3.0,4.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0
319,13,9,10.9,4.0,3.0,10.0,4.0,4.0,39.0,4.0,4.0,3.0,3.0,2.0,3.0
320,13,11,9.3,3.0,3.0,12.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0
321,13,13,8.9,4.0,3.0,14.0,4.0,5.0,14.0,4.0,2.0,3.0,3.0,12.0,3.0
322,13,15,10.2,4.0,4.0,24.0,4.0,12.0,13.0,4.0,12.0,3.0,3.0,8.0,3.0
323,13,17,10.9,3.0,4.0,8.0,4.0,7.0,8.0,4.0,5.0,3.0,3.0,3.0,3.0
324,13,19,7.1,3.0,3.0,7.0,4.0,6.0,3.0,3.0,5.0,3.0,3.0,7.0,3.0
325,13,21,10.6,4.0,3.0,17.0,4.0,19.0,32.0,4.0,19.0,3.0,3.0,9.0,3.0
326,13,23,10.2,3.0,3.0,2.0,4.0,2.0,6.0,4.0,3.0,3.0,4.0,1.0,3.0
327,13,25,4.5,3.0,4.0,1.0,3.0,10.0,11.0,3.0,3.0,3.0,3.0,4.0,3.0
328,13,27,10.4,4.0,3.0,8.0,4.0,6.0,5.0,3.0,5.0,3.0,3.0,2.0,3.0
329,13,29,4.7,3.0,3.0,1.0,3.0,9.0,1.0,3.0,5.0,3.0,3.0,7.0,3.0
330,13,31,7.9,3.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,2.0,3.0
331,13,33,11.1,3.0,4.0,2.0,3.0,7.0,2.0,3.0,7.0,3.0,3.0,2.0,3.0
332,13,35,3.9,4.0,3.0,3.0,4.0,4.0,16.0,4.0,6.0,3.0,3.0,2.0,3.0
333,13,39,5.9,3.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,11.0,3.0
334,13,43,10.5,4.0,3.0,1.0,3.0,4.0,7.0,4.0,3.0,3.0,3.0,1.0,3.0
335,13,45,6.4,4.0,3.0,10.0,3.0,14.0,14.0,3.0,14.0,3.0,3.0,9.0,3.0
336,13,47,11.2,4.0,3.0,5.0,4.0,6.0,4.0,3.0,6.0,3.0,3.0,8.0,3.0
337,13,49,6.7,4.0,4.0,1.0,3.0,11.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0
338,13,51,9.2,4.0,3.0,11.0,3.0,28.0,41.0,4.0,28.0,3.0,3.0,14.0,3.0
339,13,53,1.9,3.0,4.0,2.0,3.0,6.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0
340,13,55,10.3,4.0,4.0,7.0,4.0,5.0,8.0,4.0,5.0,3.0,4.0,5.0,3.0
341,13,57,6.9,4.0,4.0,31.0,4.0,10.0,31.0,4.0,5.0,3.0,3.0,19.0,3.0
342,13,59,6.6,3.0,3.0,25.0,4.0,15.0,23.0,4.0,20.0,3.0,4.0,10.0,3.0
343,13,63,5.8,4.0,4.0,66.0,4.0,23.0,63.0,4.0,15.0,3.0,3.0,15.0,3.0
344,13,65,15.5,3.0,4.0,3.0,3.0,7.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0
345,13,67,5.8,3.0,4.0,189.0,4.0,76.0,115.0,4.0,38.0,3.0,3.0,57.0,3.0
346,13,69,9.6,4.0,3.0,1.5,3.0,4.0,8.0,4.0,4.0,3.0,3.0,2.0,3.0
347,13,71,9.1,3.0,3.0,1.0,3.0,2.0,11.0,4.0,4.0,3.0,4.0,2.0,3.0
348,13,73,5.7,3.0,4.0,10.0,3.0,9.0,5.0,3.0,9.0,3.0,3.0,18.0,3.0
349,13,75,10.7,3.0,4.0,6.0,4.0,6.0,4.0,4.0,5.0,3.0,3.0,8.0,3.0
350,13,77,8.0,4.0,4.0,32.0,4.0,14.0,27.0,4.0,14.0,3.0,3.0,9.0,3.0
351,13,79,5.7,3.0,4.0,1.0,3.0,8.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0
352,13,81,10.3,3.0,3.0,14.0,4.0,9.0,8.0,4.0,7.0,3.0,3.0,8.0,3.0
353,13,83,8.8,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0
354,13,85,8.2,3.0,3.0,7.0,4.0,6.0,15.0,4.0,3.0,4.0,4.0,4.0,3.0
355,13,87,6.1,4.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,1.0,3.0
356,13,89,5.3,4.0,4.0,232.0,4.0,101.0,183.0,4.0,81.0,3.0,3.0,61.0,3.0
357,13,91,13.0,4.0,4.0,2.5,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0
358,13,93,3.1,3.0,3.0,5.0,4.0,3.0,8.0,4.0,3.0,3.0,3.0,1.0,3.0
359,13,95,9.7,4.0,4.0,3.0,3.0,14.0,34.0,4.0,19.0,3.0,3.0,10.0,3.0
360,13,97,7.3,3.0,4.0,27.0,4.0,10.0,23.0,4.0,10.0,3.0,3.0,19.0,3.0
361,13,99,10.3,4.0,4.0,3.0,3.0,5.0,6.0,4.0,4.0,3.0,3.0,1.0,3.0
362,13,103,11.5,3.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,10.0,3.0
363,13,105,7.8,3.0,3.0,2.0,3.0,8.0,4.0,3.0,6.0,3.0,3.0,2.0,3.0
364,13,107,12.9,3.0,4.0,1.5,3.0,6.0,4.0,3.0,6.0,3.0,3.0,2.0,3.0
365,13,111,8.0,4.0,4.0,6.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0
366,13,113,6.2,3.0,3.0,22.0,4.0,9.0,13.0,4.0,9.0,3.0,3.0,19.0,3.0
367,13,115,11.1,4.0,4.0,31.0,4.0,14.0,8.0,3.0,9.0,3.0,3.0,5.0,3.0
368,13,117,3.7,3.0,3.0,28.0,4.0,11.0,23.0,4.0,5.0,3.0,3.0,27.0,3.0
369,13,119,7.1,4.0,4.0,6.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0
370,13,121,5.0,3.0,4.0,593.0,4.0,130.0,297.0,4.0,104.0,3.0,3.0,78.0,3.0
371,13,123,8.7,4.0,3.0,36.0,4.0,4.0,5.0,3.0,6.0,3.0,3.0,2.0,3.0
372,13,127,11.0,3.0,3.0,3.0,3.0,7.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0
373,13,129,4.7,3.0,3.0,13.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,11.0,3.0
374,13,131,9.6,4.0,3.0,1.0,3.0,9.0,2.0,3.0,7.0,3.0,3.0,2.0,3.0
375,13,133,8.8,4.0,3.0,2.0,3.0,6.0,6.0,4.0,4.0,3.0,3.0,12.0,3.0
376,13,135,5.5,3.0,4.0,188.0,4.0,78.0,86.0,4.0,39.0,3.0,3.0,58.0,3.0
377,13,137,6.5,4.0,3.0,19.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,6.0,3.0
378,13,139,7.9,3.0,3.0,121.0,4.0,9.0,23.0,4.0,9.0,3.0,3.0,14.0,3.0
379,13,143,17.1,3.0,4.0,4.0,4.0,5.0,3.0,3.0,8.0,3.0,3.0,3.0,3.0
380,13,145,7.0,4.0,4.0,2.0,3.0,9.0,3.0,3.0,5.0,3.0,3.0,7.0,3.0
381,13,147,10.6,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0
382,13,151,7.5,3.0,4.0,38.0,4.0,13.0,43.0,4.0,13.0,3.0,3.0,26.0,3.0
383,13,153,9.7,4.0,3.0,21.0,4.0,10.0,9.0,4.0,7.0,3.0,3.0,7.0,3.0
384,13,155,9.9,4.0,3.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0
385,13,157,7.3,4.0,3.0,27.0,4.0,4.0,14.0,4.0,4.0,3.0,3.0,2.0,3.0
386,13,161,11.7,3.0,3.0,4.0,4.0,5.0,1.5,3.0,4.0,3.0,4.0,1.5,3.0
387,13,163,8.8,4.0,3.0,4.0,4.0,5.0,1.0,3.0,5.0,3.0,4.0,2.0,3.0
388,13,165,11.0,4.0,3.0,1.5,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0
389,13,167,10.2,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0
390,13,169,7.8,3.0,4.0,1.0,3.0,9.0,6.0,4.0,5.0,3.0,3.0,7.0,3.0
391,13,175,8.4,3.0,3.0,4.0,4.0,5.0,10.0,4.0,5.0,3.0,3.0,2.0,3.0
392,13,177,6.4,3.0,4.0,2.0,3.0,10.0,3.0,3.0,5.0,3.0,3.0,7.0,3.0
393,13,179,4.2,3.0,3.0,4.0,3.0,9.0,6.0,3.0,9.0,3.0,3.0,6.0,3.0
394,13,181,4.7,3.0,3.0,2.0,3.0,6.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0
395,13,183,7.4,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0
396,13,185,9.6,3.0,4.0,26.0,4.0,14.0,8.0,3.0,19.0,3.0,3.0,9.0,3.0
397,13,187,7.4,4.0,4.0,28.0,4.0,8.0,5.0,4.0,4.0,3.0,4.0,6.0,3.0
398,13,189,12.9,4.0,4.0,1.0,3.0,8.0,15.0,4.0,6.0,3.0,3.0,6.0,3.0
399,13,191,9.8,4.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0
400,13,195,7.9,4.0,3.0,6.0,4.0,5.0,8.0,4.0,8.0,3.0,3.0,3.0,3.0
401,13,199,9.3,4.0,4.0,7.0,4.0,9.0,6.0,4.0,7.0,3.0,3.0,5.5,3.0
402,13,201,6.6,3.0,4.0,1.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0
403,13,205,12.4,4.0,4.0,2.0,3.0,9.0,22.0,4.0,7.0,3.0,3.0,2.5,3.0
404,13,207,3.7,3.0,4.0,8.0,4.0,15.0,4.0,3.0,4.0,3.0,3.0,6.0,3.0
405,13,209,11.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0
406,13,211,3.7,4.0,4.0,2.0,3.0,11.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0
407,13,213,9.6,3.0,4.0,17.0,4.0,4.0,7.0,4.0,2.0,3.0,3.0,9.0,3.0
408,13,215,6.7,4.0,4.0,15.0,3.0,22.0,30.0,4.0,22.0,3.0,3.0,11.0,3.0
409,13,217,6.1,3.0,3.0,11.0,4.0,10.0,16.0,4.0,10.0,3.0,3.0,7.0,3.0
410,13,219,5.3,3.0,3.0,5.0,3.0,10.0,7.0,4.0,2.0,3.0,3.0,7.0,3.0
411,13,221,14.0,3.0,3.0,1.5,3.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,3.0
412,13,223,6.6,3.0,3.0,17.0,4.0,9.0,9.0,4.0,9.0,3.0,3.0,18.0,3.0
413,13,225,12.6,3.0,3.0,7.0,4.0,9.0,5.0,3.0,7.0,3.0,3.0,2.0,3.0
414,13,227,8.2,3.0,4.0,14.0,4.0,9.0,12.0,4.0,4.0,3.0,4.0,6.0,3.0
415,13,229,5.4,4.0,3.0,3.0,3.0,6.0,6.0,4.0,5.0,3.0,4.0,8.0,3.0
416,13,233,10.6,4.0,4.0,16.0,4.0,4.0,17.0,4.0,4.0,3.0,3.0,2.0,3.0
417,13,235,7.3,3.0,3.0,3.0,4.0,4.0,8.0,4.0,3.0,3.0,3.0,1.0,3.0
418,13,237,9.3,4.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0
419,13,241,7.7,3.0,3.0,4.0,4.0,6.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0
420,13,245,9.3,4.0,4.0,18.0,3.0,24.0,21.0,4.0,24.0,3.0,3.0,12.0,3.0
421,13,247,11.6,3.0,4.0,16.0,4.0,7.0,13.0,4.0,7.0,3.0,3.0,14.0,3.0
422,13,251,12.7,3.0,3.0,2.5,3.0,5.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0
423,13,253,8.7,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0
424,13,255,4.5,4.0,3.0,14.0,4.0,9.0,13.0,4.0,9.0,3.0,3.0,6.0,3.0
425,13,257,15.1,4.0,4.0,6.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0
426,13,261,9.3,4.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0
427,13,267,10.9,4.0,4.0,9.0,4.0,4.0,22.0,4.0,4.0,3.0,3.0,2.0,3.0
428,13,271,12.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0
429,13,275,10.1,4.0,3.0,6.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.5,3.0
430,13,277,9.7,3.0,4.0,6.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,1.5,3.0
431,13,279,13.4,4.0,4.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0
432,13,281,4.7,4.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0
433,13,283,11.2,3.0,3.0,1.5,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0
434,13,285,9.9,3.0,3.0,7.0,3.0,9.0,8.0,3.0,9.0,3.0,3.0,6.0,3.0
435,13,291,8.9,4.0,3.0,6.0,4.0,3.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0
436,13,295,8.2,3.0,4.0,10.0,4.0,6.0,11.0,4.0,6.0,3.0,3.0,12.0,3.0
437,13,297,6.0,4.0,3.0,14.0,4.0,10.0,15.0,4.0,10.0,3.0,3.0,6.0,3.0
438,13,299,13.1,3.0,4.0,3.0,3.0,11.0,8.0,4.0,9.0,3.0,3.0,2.0,3.0
439,13,303,12.8,4.0,3.0,3.0,3.0,6.0,7.0,4.0,6.0,3.0,3.0,2.0,3.0
440,13,305,7.5,3.0,3.0,2.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0
441,13,309,8.9,3.0,4.0,2.0,4.0,4.0,11.0,4.0,2.0,3.0,3.0,4.0,3.0
442,13,311,6.7,4.0,3.0,7.0,4.0,8.0,1.0,3.0,2.0,3.0,3.0,6.0,3.0
443,13,313,8.0,4.0,4.0,44.0,4.0,13.0,30.0,4.0,13.0,3.0,3.0,9.0,3.0
444,13,315,11.2,4.0,3.0,1.0,3.0,6.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0
445,13,317,9.2,3.0,3.0,3.0,4.0,5.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0
446,13,319,5.1,3.0,4.0,4.0,4.0,7.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0
447,13,321,16.8,4.0,3.0,1.0,3.0,9.0,2.0,3.0,7.0,3.0,3.0,2.0,3.0
448,15,1,6.8,4.0,3.0,6.0,3.0,14.0,2.0,3.0,19.0,3.0,4.0,19.0,3.0
449,15,3,6.9,4.0,3.0,42.0,3.0,106.0,48.0,3.0,53.0,4.0,4.0,80.0,3.0
450,15,7,7.0,4.0,3.0,5.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,15.0,3.0
451,15,9,5.9,4.0,3.0,4.0,3.0,8.0,9.0,4.0,4.0,3.0,3.0,16.0,3.0
452,16,1,5.1,4.0,3.0,14.0,3.0,19.0,12.0,3.0,19.0,3.0,4.0,29.0,3.0
453,16,3,5.1,3.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,2.0,3.0
454,16,5,7.0,3.0,3.0,10.0,4.0,11.0,3.0,3.0,11.0,3.0,4.0,8.0,3.0
455,16,7,7.1,3.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,3.0,4.0,2.0,3.0
456,16,9,6.0,3.0,3.0,8.0,4.0,6.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0
457,16,11,8.2,3.0,3.0,13.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,6.0,3.0
458,16,13,1.9,3.0,3.0,14.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,11.0,3.0
459,16,15,5.5,3.0,3.0,8.0,4.0,6.0,1.5,3.0,2.0,3.0,4.0,3.0,3.0
460,16,17,5.6,4.0,3.0,2.0,3.0,4.0,7.0,4.0,4.0,3.0,4.0,6.0,3.0
461,16,19,7.1,3.0,3.0,31.0,4.0,13.0,3.0,3.0,13.0,3.0,4.0,8.0,3.0
462,16,21,4.9,3.0,3.0,6.0,4.0,7.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0
463,16,23,10.3,3.0,3.0,2.0,4.0,3.0,1.5,3.0,1.0,3.0,3.0,1.0,3.0
464,16,27,7.5,3.0,4.0,12.0,4.0,13.0,1.0,3.0,17.0,3.0,4.0,17.0,3.0
465,16,29,9.7,4.0,3.0,5.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0
466,16,31,6.6,3.0,3.0,41.0,4.0,15.0,10.0,4.0,4.0,3.0,4.0,6.0,3.0
467,16,35,8.5,3.0,3.0,25.0,4.0,9.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0
