,State_FIPS_Code,County_FIPS_Code,Diabetes,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt_Ind,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt_Ind,Shig_Exp,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,EH_Time_Span
697,19,67,7.9,Floyd,Iowa,IA,60,1622.0,482.0,351.0,946,584,1,20.0,0,22.0,0,3.0,0,0,0,0,0,0,1994-2003
698,19,69,6.0,Franklin,Iowa,IA,54,1216.0,286.0,173.0,618,374,0,9.0,0,12.0,1,4.0,0,0,0,0,0,0,1994-2003
699,19,71,6.3,Fremont,Iowa,IA,59,821.0,172.0,110.0,446,271,0,2.0,0,9.0,0,2.0,0,0,0,0,0,0,1994-2003
700,19,73,8.1,Greene,Iowa,IA,54,999.0,252.0,138.0,576,363,0,8.0,0,11.0,1,4.0,0,0,0,0,0,0,1994-2003
701,19,75,7.8,Grundy,Iowa,IA,54,1170.0,278.0,206.0,717,452,1,15.0,1,14.0,0,5.0,0,0,0,0,0,0,1994-2003
702,19,77,2.8,Guthrie,Iowa,IA,54,1184.0,284.0,166.0,673,418,0,4.0,0,12.0,1,5.0,0,0,0,0,0,0,1994-2003
703,19,79,11.0,Hamilton,Iowa,IA,55,1445.0,367.0,373.0,929,568,0,22.0,1,21.0,0,7.0,0,0,0,0,0,0,1994-2003
704,19,81,9.1,Hancock,Iowa,IA,56,1171.0,312.0,190.0,681,426,0,10.0,0,16.0,0,5.0,0,0,0,0,0,0,1994-2003
705,19,83,8.4,Hardin,Iowa,IA,55,1779.0,455.0,258.0,1036,663,1,18.0,0,24.0,1,8.0,0,0,0,0,0,0,1994-2003
706,19,85,8.8,Harrison,Iowa,IA,40,1663.0,412.0,358.0,908,566,1,18.0,1,17.0,1,5.0,0,0,0,0,0,0,1994-2003
707,19,87,8.4,Henry,Iowa,IA,55,1938.0,568.0,398.0,1172,763,0,13.0,0,26.0,0,8.0,0,0,0,0,0,0,1994-2003
708,19,89,5.1,Howard,Iowa,IA,40,1406.0,248.0,165.0,555,344,1,15.0,1,11.0,0,3.0,0,0,0,0,0,0,1994-2003
709,19,91,6.8,Humboldt,Iowa,IA,54,965.0,209.0,171.0,582,360,1,10.0,0,11.0,0,4.0,0,0,0,0,0,0,1994-2003
710,19,93,2.0,Ida,Iowa,IA,56,786.0,172.0,97.0,430,264,1,8.0,0,10.0,0,3.0,0,0,0,0,0,0,1994-2003
711,19,95,8.2,Iowa,Iowa,IA,54,1437.0,418.0,260.0,911,576,1,22.0,1,17.0,1,6.0,0,0,0,0,0,0,1994-2003
712,19,97,8.8,Jackson,Iowa,IA,40,2628.0,640.0,492.0,1171,733,1,18.0,0,22.0,1,6.0,0,0,0,0,0,0,1994-2003
713,19,99,8.1,Jasper,Iowa,IA,26,3498.0,1192.0,624.0,2169,1330,1,12.0,0,21.0,1,4.0,0,0,0,0,0,0,1999-2003
714,19,101,6.5,Jefferson,Iowa,IA,39,1349.0,423.0,247.0,948,600,0,12.0,0,23.0,0,10.0,0,0,0,0,0,0,1994-2003
715,19,103,3.9,Johnson,Iowa,IA,11,4337.0,2471.0,1421.0,6846,5924,1,40.0,0,41.0,1,14.0,0,0,0,0,0,0,2001-2003
716,19,105,5.2,Jones,Iowa,IA,55,2113.0,543.0,331.0,1203,772,1,13.0,0,26.0,0,8.0,0,0,0,0,0,0,1994-2003
717,19,107,11.8,Keokuk,Iowa,IA,59,1239.0,300.0,296.0,638,398,1,15.0,1,13.0,1,3.0,0,0,0,0,0,0,1994-2003
718,19,109,4.3,Kossuth,Iowa,IA,56,1641.0,392.0,278.0,936,578,0,29.0,1,22.0,0,7.0,0,0,0,0,0,0,1994-2003
719,19,111,8.8,Lee,Iowa,IA,30,4278.0,1257.0,575.0,2119,1276,1,19.0,0,22.0,0,4.0,0,0,0,0,0,0,1999-2003
720,19,113,6.2,Linn,Iowa,IA,11,12588.0,5300.0,2881.0,11134,7179,1,91.0,1,70.0,1,23.0,0,0,0,0,0,0,2001-2003
721,19,115,6.9,Louisa,Iowa,IA,57,1634.0,308.0,234.0,658,412,1,10.0,0,17.0,1,7.0,0,0,0,0,0,0,1994-2003
722,19,117,10.7,Lucas,Iowa,IA,59,1407.0,266.0,184.0,555,351,1,4.0,0,10.0,1,3.0,0,0,0,0,0,0,1994-2003
723,19,119,4.8,Lyon,Iowa,IA,56,1672.0,206.0,170.0,651,424,1,31.0,1,15.0,1,5.0,0,0,0,0,0,0,1994-2003
724,19,121,3.8,Madison,Iowa,IA,57,1275.0,395.0,240.0,853,547,1,10.0,0,19.0,0,8.0,0,0,0,0,0,0,1994-2003
725,19,123,5.1,Mahaska,Iowa,IA,60,2597.0,544.0,419.0,1267,845,0,21.0,0,29.0,0,4.0,0,0,0,0,0,0,1994-2003
726,19,125,7.2,Marion,Iowa,IA,26,3523.0,740.0,625.0,1877,1278,1,8.0,0,18.0,0,3.0,0,0,0,0,0,0,1999-2003
727,19,127,6.9,Marshall,Iowa,IA,26,4745.0,1072.0,724.0,2221,1401,1,23.0,1,22.0,1,4.0,0,0,0,0,0,0,1999-2003
728,19,129,6.0,Mills,Iowa,IA,38,1738.0,359.0,468.0,863,562,0,10.0,0,17.0,1,13.0,0,0,0,0,0,0,1994-2003
729,19,131,4.6,Mitchell,Iowa,IA,54,1173.0,242.0,149.0,618,387,1,12.0,1,12.0,0,4.0,0,0,0,0,0,0,1994-2003
730,19,133,10.0,Monona,Iowa,IA,58,1267.0,290.0,166.0,560,330,1,10.0,0,11.0,1,3.0,0,0,0,0,0,0,1994-2003
731,19,135,11.1,Monroe,Iowa,IA,62,972.0,213.0,147.0,447,277,0,2.0,0,10.0,0,4.0,0,0,0,0,0,0,1994-2003
732,19,137,13.2,Montgomery,Iowa,IA,60,1464.0,279.0,181.0,647,381,1,16.0,1,15.0,0,2.0,0,0,0,0,0,0,1994-2003
733,19,139,5.7,Muscatine,Iowa,IA,48,5618.0,1000.0,820.0,2382,1549,0,13.0,0,23.0,1,6.0,0,0,0,0,0,0,1999-2003
734,19,141,3.7,O'Brien,Iowa,IA,57,1959.0,315.0,237.0,840,519,1,43.0,1,21.0,1,9.0,0,0,0,0,0,0,1994-2003
735,19,143,13.3,Osceola,Iowa,IA,56,887.0,151.0,106.0,383,236,0,11.0,1,9.0,0,3.0,0,0,0,0,0,0,1994-2003
736,19,145,5.1,Page,Iowa,IA,60,1678.0,342.0,226.0,954,593,0,6.0,0,22.0,0,3.0,0,0,0,0,0,0,1994-2003
737,19,147,8.7,Palo Alto,Iowa,IA,59,1078.0,219.0,202.0,559,368,1,8.0,0,11.0,0,3.0,0,0,0,0,0,0,1994-2003
738,19,149,7.5,Plymouth,Iowa,IA,57,2106.0,542.0,486.0,1401,922,1,50.0,1,35.0,1,15.0,0,0,0,0,0,0,1994-2003
739,19,151,1.7,Pocahontas,Iowa,IA,54,765.0,179.0,119.0,465,280,0,6.0,0,10.0,0,4.0,0,0,0,0,0,0,1994-2003
740,19,153,6.5,Polk,Iowa,IA,9,31298.0,9932.0,5232.0,22249,14321,1,209.0,1,150.0,1,81.0,0,0,0,0,0,0,2001-2003
741,19,155,8.3,Pottawattamie,Iowa,IA,20,9697.0,2624.0,1993.0,5041,3258,1,47.0,0,62.0,1,31.0,0,0,0,0,0,0,1999-2003
742,19,157,7.3,Poweshiek,Iowa,IA,55,1664.0,498.0,286.0,1102,783,1,26.0,1,25.0,1,8.0,0,0,0,0,0,0,1994-2003
743,19,159,8.1,Ringgold,Iowa,IA,61,642.0,119.0,110.0,307,186,1,4.0,0,6.0,0,2.0,0,0,0,0,0,0,1994-2003
744,19,161,4.9,Sac,Iowa,IA,59,1188.0,249.0,231.0,619,380,1,17.0,1,13.0,0,3.0,0,0,0,0,0,0,1994-2003
745,19,163,6.9,Scott,Iowa,IA,15,14582.0,4250.0,2842.0,8983,5965,1,44.0,0,105.0,0,52.0,0,0,0,0,0,0,2001-2003
746,19,165,2.7,Shelby,Iowa,IA,56,1185.0,287.0,189.0,727,451,0,4.0,0,17.0,0,5.0,0,0,0,0,0,0,1994-2003
747,19,167,4.3,Sioux,Iowa,IA,47,3763.0,582.0,386.0,1770,1408,1,46.0,1,17.0,1,3.0,0,0,0,0,0,0,1999-2003
748,19,169,4.5,Story,Iowa,IA,17,2851.0,1527.0,1249.0,4757,4542,1,79.0,1,60.0,0,16.0,0,0,0,0,0,0,1999-2003
749,19,171,5.2,Tama,Iowa,IA,54,1910.0,540.0,411.0,1006,644,1,17.0,0,20.0,1,7.0,0,0,0,0,0,0,1994-2003
750,19,173,10.6,Taylor,Iowa,IA,61,794.0,140.0,125.0,384,229,0,10.0,1,8.0,0,3.0,0,0,0,0,0,0,1994-2003
751,19,175,7.9,Union,Iowa,IA,60,1090.0,340.0,215.0,693,411,0,8.0,0,16.0,0,2.0,0,0,0,0,0,0,1994-2003
752,19,177,10.6,Van Buren,Iowa,IA,59,948.0,211.0,163.0,452,281,0,4.0,0,9.0,0,2.0,0,0,0,0,0,0,1994-2003
753,19,179,6.2,Wapello,Iowa,IA,30,4560.0,1134.0,691.0,2057,1319,0,13.0,0,22.0,0,4.0,0,0,0,0,0,0,1999-2003
754,19,181,6.1,Warren,Iowa,IA,47,2830.0,970.0,579.0,2431,1679,1,17.0,0,23.0,1,4.0,0,0,0,0,0,0,1999-2003
755,19,183,4.2,Washington,Iowa,IA,57,2566.0,502.0,299.0,1207,756,1,37.0,1,29.0,1,12.0,0,0,0,0,0,0,1994-2003
756,19,185,12.0,Wayne,Iowa,IA,61,755.0,156.0,162.0,384,234,0,7.0,1,7.0,0,3.0,0,0,0,0,0,0,1994-2003
757,19,187,9.8,Webster,Iowa,IA,30,4107.0,924.0,738.0,2208,1489,1,23.0,1,24.0,1,4.0,0,0,0,0,0,0,1999-2003
758,19,189,7.7,Winnebago,Iowa,IA,55,1003.0,292.0,164.0,656,421,1,15.0,1,15.0,0,5.0,0,0,0,0,0,0,1994-2003
759,19,191,4.6,Winneshiek,Iowa,IA,55,2116.0,553.0,291.0,1242,980,1,27.0,1,28.0,0,8.0,0,0,0,0,0,0,1994-2003
760,19,193,4.6,Woodbury,Iowa,IA,15,12269.0,2887.0,2984.0,5560,3731,1,39.0,0,68.0,1,34.0,0,0,0,0,0,0,2001-2003
761,19,195,8.1,Worth,Iowa,IA,54,780.0,230.0,213.0,452,270,1,15.0,1,9.0,1,3.0,0,0,0,0,0,0,1994-2003
762,19,197,6.4,Wright,Iowa,IA,54,1494.0,333.0,196.0,784,477,0,20.0,1,16.0,1,6.0,0,0,0,0,0,0,1994-2003
763,20,1,8.2,Allen,Kansas,KS,43,1572.0,395.0,403.0,871,686,0,12.0,0,20.0,0,9.0,0,0,0,0,0,0,1994-2003
764,20,3,10.7,Anderson,Kansas,KS,58,1007.0,237.0,155.0,515,396,1,6.0,0,9.0,1,2.0,0,0,0,0,0,0,1994-2003
765,20,5,9.3,Atchison,Kansas,KS,40,1612.0,481.0,229.0,1045,923,0,13.0,0,18.0,1,5.0,0,0,0,0,0,0,1994-2003
766,20,7,3.4,Barber,Kansas,KS,82,495.0,97.0,82.0,326,249,0,4.0,0,7.0,0,2.0,0,0,0,0,0,0,1994-2003
767,20,9,8.2,Barton,Kansas,KS,31,3317.0,597.0,320.0,1759,1393,0,22.0,1,17.0,1,3.0,0,0,0,0,0,0,1999-2003
768,20,11,7.6,Bourbon,Kansas,KS,63,1562.0,444.0,307.0,938,756,1,26.0,1,20.0,1,5.0,0,0,0,0,0,0,1994-2003
769,20,13,9.4,Brown,Kansas,KS,43,1058.0,276.0,181.0,644,497,0,9.0,0,15.0,0,6.0,0,0,0,0,0,0,1994-2003
770,20,15,6.7,Butler,Kansas,KS,45,5147.0,1768.0,998.0,3857,3198,0,43.0,1,42.0,1,18.0,0,0,0,0,0,0,1999-2003
771,20,17,6.1,Chase,Kansas,KS,84,267.0,72.0,51.0,195,149,0,7.0,1,3.0,1,1.0,0,0,0,0,0,0,1994-2003
772,20,19,14.9,Chautauqua,Kansas,KS,61,549.0,104.0,76.0,271,208,0,9.0,1,5.0,1,2.0,0,0,0,0,0,0,1994-2003
773,20,21,7.6,Cherokee,Kansas,KS,64,2869.0,731.0,627.0,1345,1031,0,25.0,0,34.0,1,9.0,0,0,0,0,0,0,1994-2003
774,20,23,10.4,Cheyenne,Kansas,KS,81,309.0,69.0,44.0,194,139,0,10.0,1,4.0,0,1.0,0,0,0,0,0,0,1994-2003
775,20,25,7.9,Clark,Kansas,KS,79,199.0,42.0,28.0,146,109,0,10.0,1,3.0,1,1.0,0,0,0,0,0,0,1994-2003
776,20,27,6.7,Clay,Kansas,KS,58,784.0,199.0,150.0,563,429,0,13.0,1,10.0,0,3.0,0,0,0,0,0,0,1994-2003
777,20,29,9.5,Cloud,Kansas,KS,58,962.0,211.0,117.0,634,509,0,6.0,0,11.0,0,3.0,0,0,0,0,0,0,1994-2003
778,20,31,6.7,Coffey,Kansas,KS,56,770.0,294.0,144.0,552,431,0,8.0,0,11.0,0,4.0,0,0,0,0,0,0,1994-2003
779,20,35,8.4,Cowley,Kansas,KS,31,3331.0,1003.0,577.0,2192,1826,0,20.0,0,22.0,0,4.0,0,0,0,0,0,0,1999-2003
780,20,37,7.0,Crawford,Kansas,KS,50,3691.0,1120.0,596.0,2441,2221,0,27.0,0,31.0,1,10.0,0,0,0,0,0,0,1999-2003
781,20,39,4.5,Decatur,Kansas,KS,81,314.0,57.0,179.0,211,152,0,2.0,0,4.0,0,1.0,0,0,0,0,0,0,1994-2003
782,20,41,5.8,Dickinson,Kansas,KS,59,1797.0,476.0,352.0,1228,941,0,37.0,1,21.0,1,6.0,0,0,0,0,0,0,1994-2003
783,20,43,9.1,Doniphan,Kansas,KS,62,1019.0,281.0,124.0,488,403,1,9.0,0,10.0,0,4.0,0,0,0,0,0,0,1994-2003
784,20,45,3.6,Douglas,Kansas,KS,19,4409.0,2517.0,1071.0,6723,7285,0,47.0,0,76.0,0,20.0,0,0,0,1,0,0,1999-2003
785,20,47,8.9,Edwards,Kansas,KS,81,427.0,61.0,40.0,210,156,1,6.0,1,4.0,0,1.0,0,0,0,0,0,0,1994-2003
786,20,49,9.8,Elk,Kansas,KS,87,448.0,79.0,86.0,206,151,0,3.0,0,4.0,0,1.0,0,0,0,0,0,0,1994-2003
787,20,51,5.0,Ellis,Kansas,KS,28,2114.0,578.0,337.0,1741,1643,0,27.0,1,16.0,1,3.0,0,0,0,0,0,0,1999-2003
788,20,53,4.9,Ellsworth,Kansas,KS,58,697.0,132.0,116.0,431,326,0,8.0,0,7.0,1,2.0,0,0,0,0,0,0,1994-2003
789,20,55,5.5,Finney,Kansas,KS,29,7283.0,838.0,511.0,2143,1890,1,44.0,1,28.0,1,10.0,0,0,0,0,0,0,1999-2003
790,20,57,5.9,Ford,Kansas,KS,29,6003.0,628.0,483.0,1920,1672,0,25.0,1,23.0,1,8.0,0,0,0,0,0,0,1999-2003
791,20,59,5.5,Franklin,Kansas,KS,40,2512.0,791.0,336.0,1631,1347,0,31.0,1,27.0,0,7.0,0,0,0,0,0,0,1994-2003
792,20,61,6.5,Geary,Kansas,KS,33,2039.0,745.0,341.0,1405,1193,0,30.0,1,23.0,0,9.0,0,0,0,0,0,0,1999-2003
793,20,63,1.0,Gove,Kansas,KS,79,296.0,49.0,44.0,176,130,0,7.0,1,4.0,1,1.0,0,0,0,0,0,0,1994-2003
794,20,65,8.4,Graham,Kansas,KS,81,331.0,51.0,54.0,185,130,0,12.0,1,4.0,0,1.0,0,0,0,0,0,0,1994-2003
795,20,67,8.2,Grant,Kansas,KS,39,1282.0,152.0,105.0,435,376,0,13.0,1,11.0,1,5.0,0,0,0,0,0,0,1994-2003
796,20,69,4.5,Gray,Kansas,KS,78,950.0,102.0,104.0,345,294,1,5.0,0,6.0,0,2.0,0,0,0,0,0,0,1994-2003
797,20,73,11.9,Greenwood,Kansas,KS,61,999.0,192.0,120.0,480,352,1,10.0,1,9.0,0,3.0,0,0,0,0,0,0,1994-2003
798,20,77,11.1,Harper,Kansas,KS,58,694.0,128.0,146.0,394,290,0,8.0,0,7.0,0,2.0,0,0,0,0,0,0,1994-2003
799,20,79,7.9,Harvey,Kansas,KS,27,3284.0,832.0,474.0,2121,1712,0,12.0,0,25.0,1,15.0,0,0,0,0,0,0,1999-2003
800,20,81,5.6,Haskell,Kansas,KS,38,637.0,73.0,78.0,245,212,0,6.0,1,5.0,1,4.0,0,0,0,0,0,0,1994-2003
801,20,85,8.9,Jackson,Kansas,KS,40,1079.0,408.0,259.0,840,688,0,7.0,0,14.0,0,4.0,0,0,0,0,0,0,1994-2003
802,20,87,6.1,Jefferson,Kansas,KS,38,1422.0,523.0,294.0,1215,970,0,27.0,1,22.0,0,16.0,0,0,0,0,0,0,1994-2003
803,20,89,9.5,Jewell,Kansas,KS,81,312.0,64.0,45.0,227,154,0,4.0,0,5.0,0,1.0,0,0,0,0,0,0,1994-2003
804,20,91,4.8,Johnson,Kansas,KS,10,17123.0,13030.0,6393.0,31281,24368,0,123.0,0,171.0,0,86.0,0,0,0,0,0,0,2001-2003
805,20,93,9.0,Kearny,Kansas,KS,80,649.0,92.0,68.0,260,231,0,15.0,1,4.0,1,1.0,0,0,0,0,0,0,1994-2003
806,20,95,9.3,Kingman,Kansas,KS,40,851.0,187.0,136.0,518,402,0,7.0,0,9.0,0,3.0,0,0,0,0,0,0,1994-2003
807,20,97,4.3,Kiowa,Kansas,KS,81,307.0,59.0,45.0,192,144,0,6.0,1,4.0,0,1.0,0,0,0,0,0,0,1994-2003
808,20,99,6.9,Labette,Kansas,KS,64,2523.0,689.0,582.0,1394,1107,0,36.0,1,34.0,1,9.0,0,0,0,0,0,0,1994-2003
809,20,101,14.5,Lane,Kansas,KS,79,154.0,41.0,28.0,123,90,0,5.0,1,3.0,1,1.0,0,0,0,0,0,0,1994-2003
810,20,103,5.8,Leavenworth,Kansas,KS,45,6515.0,2046.0,955.0,4559,3657,0,28.0,0,49.0,1,21.0,0,0,0,0,0,0,1999-2003
811,20,105,3.1,Lincoln,Kansas,KS,81,366.0,77.0,46.0,224,163,0,6.0,1,4.0,0,3.5,0,0,0,0,0,0,1994-2003
812,20,107,6.5,Linn,Kansas,KS,59,1310.0,359.0,229.0,638,484,0,12.0,1,10.0,0,3.0,0,0,0,0,0,0,1994-2003
813,20,109,10.5,Logan,Kansas,KS,82,266.0,58.0,44.0,178,124,0,8.0,1,4.0,1,1.0,0,0,0,0,0,0,1994-2003
814,20,111,7.0,Lyon,Kansas,KS,29,3928.0,917.0,548.0,2208,2044,1,17.0,0,25.0,0,9.0,0,0,0,0,0,0,1999-2003
815,20,113,6.1,McPherson,Kansas,KS,27,2750.0,641.0,354.0,1880,1556,0,27.0,1,22.0,1,13.0,0,0,0,0,0,0,1999-2003
816,20,115,3.5,Marion,Kansas,KS,54,1381.0,280.0,197.0,834,657,0,21.0,1,15.0,0,5.0,0,0,0,0,0,0,1994-2003
817,20,117,5.8,Marshall,Kansas,KS,58,1089.0,223.0,152.0,679,512,0,6.0,0,12.0,0,3.0,0,0,0,0,0,0,1994-2003
818,20,119,9.6,Meade,Kansas,KS,79,582.0,80.0,75.0,276,221,1,11.0,1,6.0,1,1.0,0,0,0,0,0,0,1994-2003
819,20,121,6.9,Miami,Kansas,KS,47,2484.0,835.0,407.0,1893,1543,0,19.0,1,16.0,0,3.0,0,0,0,0,0,0,1999-2003
820,20,123,3.6,Mitchell,Kansas,KS,54,528.0,131.0,135.0,411,321,1,5.0,0,8.0,0,3.0,0,0,0,0,0,0,1994-2003
821,20,125,9.1,Montgomery,Kansas,KS,50,4405.0,1013.0,772.0,2189,1699,1,13.0,0,29.0,1,9.0,0,0,0,0,0,0,1999-2003
822,20,127,9.2,Morris,Kansas,KS,58,644.0,145.0,150.0,392,299,1,11.0,1,7.0,1,2.0,0,0,0,0,0,0,1994-2003
823,20,129,2.2,Morton,Kansas,KS,80,371.0,66.0,52.0,190,149,0,8.0,1,3.0,1,1.0,0,0,0,0,0,0,1994-2003
824,20,131,3.9,Nemaha,Kansas,KS,56,1118.0,197.0,147.0,644,510,0,4.0,0,14.0,0,4.0,0,0,0,0,0,0,1994-2003
825,20,133,9.4,Neosho,Kansas,KS,63,1833.0,451.0,381.0,1043,825,0,24.0,1,22.0,0,5.0,0,0,0,0,0,0,1994-2003
826,20,135,10.3,Ness,Kansas,KS,79,349.0,58.0,40.0,201,133,0,4.0,0,5.0,0,1.0,0,0,0,0,0,0,1994-2003
827,20,137,7.5,Norton,Kansas,KS,58,611.0,101.0,95.0,378,288,0,11.0,1,7.0,1,2.0,0,0,0,0,0,0,1994-2003
828,20,139,8.0,Osage,Kansas,KS,57,1682.0,565.0,396.0,1089,860,0,14.0,0,23.0,0,10.0,0,0,0,0,0,0,1994-2003
829,20,141,11.0,Osborne,Kansas,KS,81,441.0,89.0,61.0,266,195,0,6.0,1,5.0,1,1.5,0,0,0,0,0,0,1994-2003
830,20,143,4.4,Ottawa,Kansas,KS,54,586.0,156.0,138.0,393,298,0,4.0,0,7.0,0,2.0,0,0,0,0,0,0,1994-2003
831,20,145,12.4,Pawnee,Kansas,KS,54,707.0,150.0,145.0,437,340,1,7.0,0,8.0,0,3.0,0,0,0,0,0,0,1994-2003
832,20,147,7.8,Phillips,Kansas,KS,58,613.0,116.0,75.0,356,253,0,5.0,0,7.0,0,2.0,0,0,0,0,0,0,1994-2003
833,20,149,5.0,Pottawatomie,Kansas,KS,56,1319.0,440.0,258.0,1164,964,0,28.0,1,23.0,0,7.0,0,0,0,0,0,0,1994-2003
834,20,151,11.1,Pratt,Kansas,KS,54,861.0,195.0,129.0,609,499,0,23.0,1,11.0,1,4.0,0,0,0,0,0,0,1994-2003
835,20,155,6.4,Reno,Kansas,KS,21,7456.0,1657.0,1043.0,4043,3133,0,41.0,1,42.0,1,10.0,0,0,0,0,0,0,1999-2003
836,20,157,8.3,Republic,Kansas,KS,58,435.0,114.0,250.0,347,241,0,11.0,1,6.0,0,2.0,0,0,0,0,0,0,1994-2003
837,20,159,5.2,Rice,Kansas,KS,40,1092.0,252.0,151.0,661,590,0,4.0,0,12.0,0,3.0,0,0,0,0,0,0,1994-2003
838,20,161,3.3,Riley,Kansas,KS,22,1878.0,1302.0,754.0,4060,5080,1,48.0,1,53.0,0,19.0,0,0,0,0,0,0,1999-2003
839,20,163,9.0,Rooks,Kansas,KS,82,475.0,116.0,82.0,345,265,0,5.0,1,7.0,0,2.0,0,0,0,0,0,0,1994-2003
840,20,165,12.8,Rush,Kansas,KS,81,421.0,65.0,80.0,225,162,1,5.0,1,4.0,0,4.5,0,0,0,0,0,0,1994-2003
841,20,167,7.9,Russell,Kansas,KS,58,833.0,163.0,142.0,453,323,0,18.0,1,8.0,0,2.0,0,0,0,0,0,0,1994-2003
842,20,169,4.9,Saline,Kansas,KS,19,4622.0,1368.0,1013.0,3359,2674,0,40.0,1,40.0,0,11.0,0,0,0,0,0,0,1999-2003
843,20,171,5.3,Scott,Kansas,KS,56,471.0,105.0,64.0,286,227,0,7.0,1,7.0,0,2.0,0,0,0,0,0,0,1994-2003
844,20,173,6.8,Sedgwick,Kansas,KS,4,44210.0,13780.0,9497.0,28084,22926,0,128.0,0,193.0,1,83.0,0,0,0,0,0,0,2001-2003
845,20,175,7.0,Seward,Kansas,KS,42,4907.0,441.0,372.0,1298,1133,1,22.0,0,35.0,0,18.0,0,0,0,0,0,0,1994-2003
846,20,177,6.7,Shawnee,Kansas,KS,11,13696.0,5227.0,2715.0,10792,8416,0,67.0,1,61.0,1,20.0,0,0,0,0,0,0,2001-2003
847,20,179,4.3,Sheridan,Kansas,KS,82,218.0,46.0,41.0,167,129,0,3.0,1,4.0,0,1.0,0,0,0,0,0,0,1994-2003
848,20,181,8.8,Sherman,Kansas,KS,82,551.0,130.0,77.0,390,314,1,5.0,0,9.0,1,2.0,0,0,0,0,0,0,1994-2003
849,20,183,7.7,Smith,Kansas,KS,81,472.0,82.0,59.0,278,192,0,8.0,1,5.0,0,1.0,0,0,0,0,0,0,1994-2003
850,20,185,10.3,Stafford,Kansas,KS,81,528.0,89.0,62.0,285,218,1,7.0,1,6.0,0,2.0,0,0,0,0,0,0,1994-2003
851,20,189,7.0,Stevens,Kansas,KS,39,647.0,103.0,67.0,316,267,0,4.0,0,7.0,0,3.0,0,0,0,0,0,0,1994-2003
852,20,191,8.6,Sumner,Kansas,KS,27,2229.0,761.0,442.0,1533,1237,0,14.0,0,19.0,0,12.0,0,0,0,0,0,0,1999-2003
853,20,193,3.8,Thomas,Kansas,KS,39,358.0,143.0,103.0,470,400,1,14.0,1,12.0,1,5.0,0,0,0,0,0,0,1994-2003
854,20,195,7.2,Trego,Kansas,KS,81,345.0,58.0,40.0,200,144,1,4.0,1,4.0,1,1.0,0,0,0,0,0,0,1994-2003
855,20,197,5.1,Wabaunsee,Kansas,KS,56,475.0,173.0,150.0,443,346,0,16.0,1,9.0,0,3.0,0,0,0,0,0,0,1994-2003
856,20,201,6.1,Washington,Kansas,KS,58,811.0,130.0,95.0,390,276,0,4.0,0,7.0,0,2.0,0,0,0,0,0,0,1994-2003
857,20,203,9.6,Wichita,Kansas,KS,82,341.0,50.0,29.0,141,107,1,1.0,0,3.0,1,1.0,0,0,0,0,0,0,1994-2003
858,20,205,11.0,Wilson,Kansas,KS,62,1285.0,246.0,265.0,630,481,0,14.0,1,13.0,0,5.0,0,0,0,0,0,0,1994-2003
859,20,207,8.8,Woodson,Kansas,KS,61,430.0,107.0,78.0,239,173,0,6.0,0,4.0,0,2.0,0,0,0,0,0,0,1994-2003
860,20,209,7.7,Wyandotte,Kansas,KS,6,25394.0,6599.0,3579.0,9268,7635,0,55.0,0,76.0,1,47.0,0,0,0,1,0,0,2001-2003
861,21,1,8.5,Adair,Kentucky,KY,73,4702.0,490.0,1154.0,1160,1009,1,22.0,1,27.0,1,7.0,0,0,0,0,0,0,1994-2003
862,21,3,8.8,Allen,Kentucky,KY,65,4437.0,571.0,965.0,1217,1045,1,13.0,0,22.0,1,7.0,0,0,0,0,0,0,1994-2003
863,21,5,3.3,Anderson,Kentucky,KY,37,2699.0,502.0,722.0,1317,1099,1,19.0,0,26.0,0,6.0,0,0,0,0,0,0,1994-2003
864,21,7,8.9,Ballard,Kentucky,KY,64,1374.0,293.0,445.0,555,446,1,11.0,1,12.0,1,3.0,0,0,0,0,0,0,1994-2003
865,21,9,7.5,Barren,Kentucky,KY,50,8391.0,1058.0,2391.0,2645,2181,1,33.0,1,31.0,1,10.0,0,0,0,0,0,0,1999-2003
866,21,11,7.0,Bath,Kentucky,KY,72,3267.0,421.0,852.0,761,622,0,14.0,1,16.0,0,4.0,0,0,0,0,0,0,1994-2003
867,21,13,11.5,Bell,Kentucky,KY,53,8760.0,745.0,2758.0,1959,1647,0,7.0,0,33.0,0,12.0,0,0,0,0,0,0,1999-2003
868,21,15,5.2,Boone,Kentucky,KY,46,10095.0,2683.0,2763.0,6678,5956,1,53.0,1,63.0,1,18.0,0,0,0,0,0,0,1999-2003
869,21,17,8.0,Bourbon,Kentucky,KY,41,3308.0,548.0,652.0,1299,1088,1,16.0,0,37.0,0,17.0,0,0,0,0,0,0,1994-2003
870,21,19,9.6,Boyd,Kentucky,KY,32,7699.0,1399.0,3035.0,3344,2686,0,12.0,0,35.0,1,10.0,0,0,0,0,0,0,1999-2003
