,State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,No_Exercise,CI_Min_No_Exercise,CI_Max_No_Exercise,Few_Fruit_Veg,CI_Min_Fruit_Veg,CI_Max_Fruit_Veg,Obesity,CI_Min_Obesity,CI_Max_Obesity,High_Blood_Pres,CI_Min_High_Blood_Pres,CI_Max_High_Blood_Pres,Smoker,CI_Min_Smoker,CI_Max_Smoker,Diabetes,CI_Min_Diabetes,CI_Max_Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind
710,18,31,Decatur,Indiana,IN,47,32.1,24.0,40.3,86.5,78.8,94.2,34.0,24.9,43.1,19.6,12.7,26.5,27.7,19.4,36.1,9.4,4.6,14.1,1858.0,3575.0,495.0,39.7,27.8,2.0,2.0
711,18,33,De Kalb,Indiana,IN,48,24.3,18.1,30.5,74.9,66.1,83.7,28.1,21.9,34.4,20.2,11.9,28.6,22.7,16.5,28.9,6.1,3.1,9.0,3733.0,4737.0,769.0,64.8,36.0,2.0,2.0
712,18,35,Delaware,Indiana,IN,14,21.5,17.9,25.1,76.1,71.0,81.2,28.3,24.2,32.4,25.3,19.9,30.8,25.0,20.8,29.1,8.8,6.5,11.1,12976.0,15632.0,2999.0,110.9,46.4,1.0,2.0
713,18,37,Dubois,Indiana,IN,48,25.0,18.9,31.1,82.3,75.2,89.4,19.9,14.2,25.6,23.7,15.1,32.4,16.8,11.8,21.9,6.2,2.8,9.7,2810.0,5215.0,603.0,90.6,41.6,2.0,2.0
714,18,39,Elkhart,Indiana,IN,12,26.2,23.0,29.3,77.0,72.9,81.1,25.2,22.1,28.4,27.7,23.0,32.4,23.2,20.1,26.3,5.5,3.9,7.1,24647.0,20152.0,3036.0,53.7,30.2,2.0,2.0
715,18,41,Fayette,Indiana,IN,28,23.7,16.3,31.1,78.55,70.55,86.5,26.9,18.0,35.9,21.3,12.45,30.2,24.8,16.6,32.9,10.0,5.0,15.1,2376.0,3868.0,892.0,48.2,28.1,2.0,2.0
716,18,43,Floyd,Indiana,IN,17,24.1,19.0,29.1,76.8,70.2,83.4,21.9,17.2,26.6,26.4,18.0,34.9,25.7,20.1,31.3,6.3,3.4,9.1,6749.0,8544.0,1824.0,86.1,45.8,2.0,2.0
717,18,45,Fountain,Indiana,IN,55,35.5,26.0,45.0,82.0,73.6,90.3,37.1,27.4,46.9,17.45,7.8,27.1,24.6,15.9,33.3,12.1,6.2,18.0,1885.0,3213.0,450.0,28.6,34.4,2.0,1.0
718,18,47,Franklin,Indiana,IN,38,28.5,20.1,37.0,86.1,78.8,93.5,26.0,17.7,34.2,20.35,11.15,29.6,25.4,16.6,34.1,9.5,4.1,15.0,1992.0,2516.0,418.0,17.3,13.0,2.0,1.0
719,18,49,Fulton,Indiana,IN,55,35.9,26.9,44.8,89.1,82.6,95.6,23.7,16.2,31.3,19.05,10.2,28.0,31.1,22.2,39.9,9.2,4.1,14.3,2951.0,3066.0,430.0,58.1,29.0,2.0,2.0
720,18,51,Gibson,Indiana,IN,26,31.5,24.4,38.6,84.25,76.94999999999999,91.65,25.5,18.8,32.2,27.8,17.7,37.8,22.5,16.2,28.8,8.1,4.4,11.8,3128.0,4957.0,732.0,32.9,38.9,1.0,2.0
721,18,53,Grant,Indiana,IN,19,27.1,22.2,32.0,80.4,74.3,86.5,33.2,28.0,38.4,34.5,26.9,42.0,27.8,22.8,32.8,8.7,5.8,11.6,9209.0,10854.0,2241.0,46.8,42.5,1.0,2.0
722,18,55,Greene,Indiana,IN,26,29.3,22.7,35.9,81.3,74.4,88.2,28.7,21.8,35.6,22.15,13.95,30.45,26.2,19.4,33.1,11.2,6.9,15.4,4160.0,4797.0,892.0,41.8,38.8,2.0,2.0
723,18,57,Hamilton,Indiana,IN,12,16.4,14.1,18.6,76.3,72.5,80.1,20.0,17.4,22.6,18.6,14.9,22.2,16.9,14.4,19.3,4.8,3.5,6.0,15981.0,14422.0,1688.0,128.0,41.1,1.0,2.0
724,18,59,Hancock,Indiana,IN,46,24.3,19.2,29.5,82.7,76.7,88.7,20.7,15.6,25.8,18.8,11.9,25.8,20.5,15.7,25.3,6.5,4.0,9.0,4931.0,6555.0,959.0,57.0,31.7,2.0,2.0
725,18,61,Harrison,Indiana,IN,47,28.0,21.1,34.8,82.8,75.6,89.9,28.9,21.5,36.3,18.6,10.2,27.0,26.7,20.1,33.3,7.7,4.0,11.5,3026.0,4205.0,954.0,51.6,29.9,2.0,2.0
726,18,63,Hendricks,Indiana,IN,46,22.1,18.5,25.7,74.1,68.6,79.7,23.4,19.7,27.1,26.1,20.6,31.6,23.8,19.9,27.8,5.2,3.4,7.1,8137.0,10794.0,1204.0,56.5,34.5,2.0,2.0
727,18,65,Henry,Indiana,IN,26,31.0,24.7,37.3,81.8,75.1,88.4,30.1,23.4,36.7,20.05,11.95,28.2,26.8,20.7,33.0,8.6,5.1,12.0,4534.0,7650.0,1302.0,55.0,31.8,2.0,2.0
728,18,67,Howard,Indiana,IN,17,23.6,19.3,27.8,79.1,73.4,84.8,25.8,21.3,30.4,28.6,21.3,35.9,24.3,19.6,28.9,9.2,6.0,12.3,10088.0,11755.0,2070.0,71.8,56.5,1.0,2.0
729,18,69,Huntington,Indiana,IN,48,26.2,19.4,33.1,79.6,71.5,87.6,24.0,17.6,30.4,19.8,13.55,26.05,22.3,16.2,28.3,8.8,4.6,13.0,3193.0,5691.0,720.0,57.5,31.4,2.0,2.0
730,18,71,Jackson,Indiana,IN,47,28.9,22.5,35.3,83.0,76.8,89.2,25.1,19.3,30.9,27.1,18.0,36.2,31.4,24.8,38.0,7.4,4.1,10.7,4493.0,5641.0,1114.0,61.6,30.8,1.0,2.0
731,18,73,Jasper,Indiana,IN,47,26.4,18.8,34.0,75.55,70.9,80.19999999999999,27.9,20.3,35.4,20.5,10.7,30.3,26.5,19.1,33.9,9.0,4.2,13.8,3189.0,4038.0,616.0,53.3,22.0,2.0,2.0
732,18,75,Jay,Indiana,IN,60,35.7,26.5,45.0,78.8,69.6,88.1,27.3,18.8,35.8,25.45,16.45,34.45,25.2,16.7,33.7,12.7,6.1,19.3,2879.0,3356.0,540.0,41.7,32.4,1.0,2.0
733,18,77,Jefferson,Indiana,IN,28,23.0,16.5,29.5,80.5,73.2,87.8,26.9,20.3,33.4,20.25,13.0,27.6,35.7,28.6,42.9,5.7,2.4,8.9,3266.0,4079.0,993.0,80.2,49.3,2.0,2.0
734,18,79,Jennings,Indiana,IN,47,35.4,26.8,44.1,88.1,81.2,95.0,23.8,16.1,31.5,23.1,15.899999999999999,30.4,28.9,19.9,37.8,10.3,4.9,15.6,3174.0,2891.0,975.0,35.2,17.6,2.0,1.0
735,18,81,Johnson,Indiana,IN,12,25.4,21.4,29.4,81.6,76.8,86.4,22.5,18.7,26.3,23.7,18.3,29.1,27.0,22.8,31.1,6.3,4.2,8.4,11107.0,13676.0,1894.0,77.1,38.2,1.0,2.0
736,18,83,Knox,Indiana,IN,30,30.4,23.5,37.3,78.3,70.1,86.6,25.1,18.3,31.9,21.6,13.600000000000001,29.65,30.0,22.5,37.5,7.8,4.3,11.2,4521.0,5916.0,1189.0,70.4,31.3,2.0,2.0
737,18,85,Kosciusko,Indiana,IN,45,24.4,19.9,28.8,73.3,66.1,80.4,24.0,19.5,28.5,28.7,21.5,36.0,27.0,22.0,32.1,8.2,5.6,10.9,9086.0,8981.0,1336.0,47.3,23.7,2.0,2.0
738,18,87,Lagrange,Indiana,IN,48,22.7,15.4,30.0,78.5,69.2,87.7,26.8,18.8,34.8,19.45,11.399999999999999,27.55,32.6,23.4,41.9,5.5,1.9,9.2,5849.0,3231.0,499.0,24.4,19.0,1.0,1.0
739,18,89,Lake,Indiana,IN,4,29.2,26.9,31.5,79.0,76.1,81.8,28.7,26.3,31.0,27.5,24.1,30.8,27.7,25.3,30.0,8.1,6.8,9.3,72085.0,61501.0,11339.0,72.2,43.0,1.0,2.0
740,18,91,La Porte,Indiana,IN,11,28.3,24.2,32.5,79.8,75.3,84.3,25.6,21.5,29.6,30.5,24.1,36.9,26.6,22.4,30.8,8.0,5.4,10.6,12900.0,14211.0,2394.0,67.9,42.5,2.0,2.0
741,18,93,Lawrence,Indiana,IN,25,34.0,27.5,40.4,80.7,73.8,87.6,28.7,22.7,34.8,31.7,22.4,41.0,29.1,23.0,35.2,11.5,7.4,15.6,4693.0,6664.0,1263.0,58.2,36.6,2.0,2.0
742,18,95,Madison,Indiana,IN,14,28.3,24.5,32.2,77.8,73.3,82.4,27.1,23.3,30.9,30.1,24.4,35.8,29.4,25.4,33.5,8.4,6.3,10.6,14070.0,19419.0,3409.0,64.4,39.9,1.0,2.0
743,18,97,Marion,Indiana,IN,3,26.3,24.8,27.8,78.4,76.4,80.3,24.3,22.9,25.8,25.4,23.2,27.6,28.0,26.4,29.6,7.5,6.7,8.4,113729.0,93298.0,19598.0,132.8,64.0,1.0,2.0
744,18,99,Marshall,Indiana,IN,48,27.7,21.6,33.8,70.3,61.8,78.8,26.0,19.8,32.3,20.4,12.4,28.4,26.8,20.0,33.6,5.7,2.4,8.9,4957.0,6003.0,731.0,59.6,32.0,2.0,2.0
745,18,101,Martin,Indiana,IN,39,22.8,15.350000000000001,30.150000000000002,83.55000000000001,75.3,91.8,24.25,16.3,32.3,25.15,17.3,33.05,25.65,17.65,33.7,4.0,4.2,8.3,1024.0,1615.0,295.0,28.9,19.3,2.0,2.0
746,18,103,Miami,Indiana,IN,29,23.9,17.5,30.3,79.0,70.4,87.5,27.6,20.8,34.5,27.7,18.1,37.3,30.6,23.3,37.8,9.0,4.7,13.3,4173.0,4630.0,796.0,44.9,22.5,2.0,2.0
747,18,105,Monroe,Indiana,IN,14,18.2,14.9,21.5,80.8,76.6,85.0,18.7,15.5,21.9,23.5,17.8,29.1,26.1,21.9,30.4,7.3,5.3,9.4,13081.0,11431.0,1893.0,80.7,48.6,2.0,2.0
748,18,107,Montgomery,Indiana,IN,25,29.3,23.0,35.5,76.4,67.0,85.9,23.3,17.2,29.3,22.9,14.7,31.1,32.5,25.6,39.4,7.8,4.2,11.3,3469.0,5265.0,747.0,57.5,41.8,2.0,2.0
749,18,109,Morgan,Indiana,IN,46,27.1,21.8,32.4,78.7,72.2,85.2,26.5,21.3,31.8,26.3,18.5,34.2,28.6,23.0,34.3,6.5,3.9,9.0,6084.0,7325.0,1242.0,45.9,28.7,2.0,2.0
750,18,111,Newton,Indiana,IN,38,27.05,19.15,34.9,84.75,77.05,92.5,20.45,14.350000000000001,26.6,21.8,12.55,31.15,20.1,10.75,29.549999999999997,10.9,3.0,18.8,1394.0,1649.0,245.0,13.8,13.8,2.0,1.0
751,18,113,Noble,Indiana,IN,48,31.9,25.5,38.3,79.9,72.9,87.0,30.0,23.8,36.2,26.5,17.9,35.2,23.7,18.0,29.4,8.6,5.0,12.3,5728.0,4928.0,945.0,35.8,27.4,2.0,2.0
752,18,115,Ohio,Indiana,IN,37,17.75,10.3,25.15,79.25,71.85,86.65,21.65,13.65,29.65,19.6,11.15,28.1,17.549999999999997,9.5,25.700000000000003,5.5,1.7999999999999998,9.2,494.0,724.0,120.0,80.55000000000001,17.0,1.0,2.0
753,18,117,Orange,Indiana,IN,60,39.1,29.4,48.8,87.1,79.0,95.3,25.0,16.9,33.15,22.4,13.45,31.45,35.1,25.5,44.7,12.3,5.7,18.9,2182.0,2746.0,596.0,65.8,20.2,2.0,2.0
754,18,119,Owen,Indiana,IN,39,29.5,21.1,37.9,86.75,79.1,94.35,28.1,18.5,37.8,23.35,15.149999999999999,31.65,31.5,23.0,39.9,4.8,1.8,7.8,2780.0,2519.0,473.0,21.9,13.1,2.0,1.0
755,18,121,Parke,Indiana,IN,60,34.1,24.3,44.0,83.94999999999999,75.69999999999999,92.25,27.0,17.9,36.0,17.6,9.3,25.95,29.0,19.3,38.6,12.3,6.2,18.5,1950.0,2376.0,460.0,40.3,17.3,2.0,1.0
756,18,123,Perry,Indiana,IN,55,24.2,15.8,32.6,77.5,68.25,86.69999999999999,22.5,14.2,30.8,22.8,13.2,32.45,29.8,19.8,39.8,6.7,2.5,10.9,1479.0,2759.0,420.0,52.5,26.3,2.0,2.0
757,18,125,Pike,Indiana,IN,60,23.0,15.600000000000001,30.3,76.3,66.95,85.6,14.9,8.2,21.7,21.7,13.55,29.85,18.4,8.8,28.0,12.9,5.0,20.8,1215.0,1893.0,381.0,31.3,23.5,2.0,2.0
758,18,127,Porter,Indiana,IN,12,24.3,20.9,27.7,73.9,68.8,78.9,24.0,20.5,27.6,22.2,17.5,26.9,27.5,23.9,31.2,5.6,3.6,7.5,16270.0,15823.0,2564.0,58.3,43.7,1.0,2.0
759,18,129,Posey,Indiana,IN,47,26.5,18.5,34.5,78.3,68.4,88.3,20.6,13.1,28.2,19.0,9.2,28.7,22.5,14.9,30.2,10.9,5.6,16.1,1917.0,3163.0,503.0,22.3,29.8,2.0,2.0
760,18,131,Pulaski,Indiana,IN,57,19.3,12.5,26.05,82.0,73.2,90.80000000000001,19.1,10.45,27.75,21.55,12.75,30.35,20.95,12.95,28.950000000000003,9.4,2.3,16.6,1541.0,2053.0,347.0,43.5,29.0,2.0,2.0
761,18,133,Putnam,Indiana,IN,25,27.9,20.6,35.2,74.9,65.5,84.4,21.5,15.1,28.0,20.65,14.149999999999999,27.2,31.0,23.3,38.8,3.4,1.0,5.9,3397.0,4304.0,663.0,43.3,24.4,2.0,2.0
762,18,135,Randolph,Indiana,IN,30,32.5,24.0,41.1,78.9,70.3,87.5,31.9,23.1,40.8,24.2,15.0,33.45,22.0,15.0,28.9,11.4,4.4,18.4,3134.0,4324.0,624.0,30.0,22.5,2.0,2.0
763,18,137,Ripley,Indiana,IN,47,26.7,19.0,34.5,74.8,65.0,84.5,20.3,13.6,27.0,17.5,8.100000000000001,27.0,26.7,18.6,34.8,10.2,4.9,15.6,2443.0,4009.0,676.0,65.0,39.7,2.0,2.0
764,18,139,Rush,Indiana,IN,57,20.35,14.399999999999999,26.200000000000003,77.8,69.9,85.69999999999999,29.3,19.4,39.2,18.9,10.15,27.65,18.3,10.1,26.4,4.3,0.1,8.5,1584.0,2545.0,362.0,50.5,16.8,2.0,2.0
765,18,141,St. Joseph,Indiana,IN,9,26.2,23.4,29.0,75.5,72.0,79.1,22.8,20.1,25.5,26.7,22.7,30.6,25.3,22.4,28.1,8.1,6.4,9.8,33036.0,35682.0,4819.0,95.4,45.1,1.0,2.0
766,18,143,Scott,Indiana,IN,39,35.8,26.4,45.2,85.30000000000001,77.35,93.25,27.2,18.8,35.7,21.0,11.350000000000001,30.75,29.8,20.5,39.1,8.7,4.0,13.4,2747.0,2869.0,1001.0,46.2,25.2,2.0,2.0
767,18,145,Shelby,Indiana,IN,48,30.5,24.3,36.8,78.4,70.7,86.0,31.1,24.5,37.7,22.15,13.95,30.45,26.7,20.5,32.9,6.5,3.3,9.6,3912.0,5032.0,810.0,45.7,27.4,2.0,2.0
768,18,147,Spencer,Indiana,IN,38,24.4,15.8,33.1,85.1,75.4,94.7,24.9,15.5,34.2,20.35,11.15,29.6,26.7,17.8,35.5,5.0,1.1,9.0,2131.0,2708.0,433.0,29.2,19.5,2.0,2.0
769,18,149,Starke,Indiana,IN,39,30.1,21.3,38.8,81.7,72.5,90.9,26.9,18.6,35.2,23.1,15.899999999999999,30.4,33.2,24.1,42.3,11.3,5.6,16.9,2919.0,3031.0,852.0,39.2,8.7,1.0,2.0
770,18,151,Steuben,Indiana,IN,25,21.2,14.8,27.6,83.4,75.4,91.5,25.0,17.7,32.2,13.8,6.7,20.8,26.1,18.9,33.3,5.9,2.6,9.3,3568.0,4432.0,649.0,50.3,29.6,2.0,2.0
771,18,153,Sullivan,Indiana,IN,60,24.0,15.7,32.3,79.0,69.1,88.9,22.5,14.4,30.6,23.55,14.3,32.85,35.0,25.0,45.0,4.9,1.2,8.5,2501.0,2955.0,667.0,23.0,32.2,2.0,2.0
772,18,155,Switzerland,Indiana,IN,60,16.25,8.149999999999999,24.3,84.6,78.5,90.75,18.4,12.45,24.45,18.85,10.55,27.15,19.549999999999997,13.350000000000001,25.8,8.2,0.3,16.1,1267.0,1039.0,265.0,10.3,10.3,2.0,2.0
773,18,157,Tippecanoe,Indiana,IN,11,21.1,17.8,24.4,77.9,73.0,82.7,20.7,17.5,23.9,19.6,15.0,24.1,24.0,20.5,27.5,5.0,3.4,6.6,17421.0,13605.0,2086.0,71.5,35.7,1.0,2.0
774,18,159,Tipton,Indiana,IN,55,24.2,14.8,33.6,77.95,70.55,85.3,24.95,18.35,31.6,18.3,9.95,26.7,15.7,7.9,23.4,8.4,3.0,13.7,1407.0,2213.0,277.0,54.9,30.5,1.0,2.0
775,18,161,Union,Indiana,IN,38,16.4,11.25,21.450000000000003,73.05000000000001,64.94999999999999,81.15,18.4,10.05,26.85,21.4,13.100000000000001,29.8,16.35,10.8,21.950000000000003,4.75,1.4,9.25,659.0,960.0,175.0,69.4,13.9,2.0,2.0
776,18,163,Vanderburgh,Indiana,IN,16,24.0,20.6,27.5,80.8,76.8,84.8,27.3,23.3,31.3,27.5,22.7,32.3,28.6,24.8,32.5,9.0,6.9,11.1,16380.0,25305.0,4933.0,114.9,56.6,1.0,2.0
777,18,165,Vermillion,Indiana,IN,55,30.9,21.3,40.5,82.55,75.5,89.69999999999999,28.1,18.3,37.8,18.9,10.15,27.65,26.8,17.4,36.2,4.5,1.3,7.7,1735.0,2429.0,428.0,24.2,18.1,2.0,2.0
778,18,167,Vigo,Indiana,IN,16,27.5,23.3,31.7,84.6,79.9,89.2,25.3,21.3,29.3,36.5,29.4,43.6,28.5,24.1,32.9,10.8,7.8,13.9,12609.0,14024.0,2919.0,113.1,54.6,2.0,2.0
779,18,169,Wabash,Indiana,IN,26,24.9,18.6,31.3,80.55,72.8,88.25,22.5,16.1,29.0,27.3,17.6,37.1,29.7,22.1,37.4,6.9,3.2,10.7,3179.0,5458.0,876.0,47.3,35.5,2.0,2.0
780,18,171,Warren,Indiana,IN,54,24.0,16.8,31.15,80.05,72.95,87.15,19.6,12.3,26.9,24.1,17.35,30.85,20.25,13.35,27.2,13.7,4.2,23.2,780.0,893.0,121.0,11.4,11.4,2.0,1.0
781,18,173,Warrick,Indiana,IN,45,24.8,19.2,30.4,74.4,66.6,82.2,27.1,20.9,33.3,30.6,21.2,40.0,18.1,13.0,23.1,7.0,4.0,10.0,4204.0,5846.0,981.0,138.4,30.2,2.0,2.0
782,18,175,Washington,Indiana,IN,29,26.5,19.2,33.8,88.9,82.2,95.6,23.9,17.1,30.7,25.05,15.55,34.6,35.6,27.2,44.0,7.1,3.4,10.9,2751.0,3078.0,858.0,43.0,17.9,2.0,2.0
783,18,177,Wayne,Indiana,IN,24,29.3,24.5,34.2,79.1,73.1,85.0,26.6,21.9,31.4,25.9,19.4,32.5,27.5,22.7,32.3,9.0,6.3,11.6,8521.0,11097.0,2152.0,70.8,52.0,2.0,2.0
784,18,179,Wells,Indiana,IN,47,24.5,17.1,31.9,78.6,70.2,86.9,20.8,13.3,28.3,22.85,14.350000000000001,31.35,21.4,14.2,28.6,7.4,3.6,11.1,2222.0,3510.0,419.0,85.5,28.5,1.0,2.0
785,18,181,White,Indiana,IN,27,26.7,19.1,34.3,76.9,67.9,85.95,25.7,18.0,33.5,18.2,8.55,27.9,27.5,19.3,35.7,7.5,3.4,11.6,3170.0,4308.0,576.0,49.1,28.6,2.0,2.0
786,18,183,Whitley,Indiana,IN,48,28.3,20.9,35.7,80.0,70.9,89.1,28.0,20.7,35.2,23.25,13.75,32.8,25.0,17.2,32.8,8.5,4.0,13.0,2167.0,4344.0,486.0,37.1,30.9,2.0,2.0
787,19,1,Adair,Iowa,IA,58,25.0,17.5,32.5,81.6,74.0,89.2,28.0,19.2,36.7,25.9,17.2,34.6,22.9,15.2,30.6,6.1,1.4,10.7,709.0,1468.0,94.0,25.4,25.4,2.0,2.0
788,19,3,Adams,Iowa,IA,61,18.4,12.75,23.950000000000003,84.44999999999999,77.19999999999999,91.6,21.35,14.9,27.799999999999997,23.9,13.9,33.9,17.049999999999997,10.75,23.4,12.7,4.4,21.0,502.0,868.0,104.0,70.4,46.9,2.0,2.0
789,19,5,Allamakee,Iowa,IA,40,23.1,14.8,31.4,78.1,68.2,88.0,16.7,9.1,24.3,18.7,10.7,26.7,27.4,18.3,36.4,2.9,0.6,5.3,1735.0,2601.0,218.0,54.4,34.0,2.0,2.0
790,19,7,Appanoose,Iowa,IA,63,37.3,27.5,47.2,83.2,74.1,92.2,25.3,16.6,34.0,29.7,20.0,39.4,24.7,16.1,33.4,8.0,3.7,12.4,1642.0,2635.0,450.0,51.2,22.0,1.0,2.0
791,19,9,Audubon,Iowa,IA,59,25.25,18.6,31.9,80.35,73.05,87.6,19.3,10.5,28.2,28.45,20.0,36.900000000000006,17.1,7.8,26.5,5.7,1.0,10.3,717.0,1439.0,108.0,31.0,31.0,2.0,2.0
792,19,11,Benton,Iowa,IA,27,29.7,22.9,36.5,81.5,74.4,88.5,25.7,18.6,32.8,28.2,20.7,35.7,25.5,18.4,32.6,5.4,2.0,8.7,1397.0,3608.0,418.0,14.8,22.2,2.0,1.0
793,19,13,Black Hawk,Iowa,IA,14,22.9,19.9,25.9,78.7,74.9,82.4,23.5,20.5,26.5,24.7,21.4,28.1,19.3,16.5,22.1,6.6,5.1,8.0,10134.0,17122.0,3017.0,89.0,48.5,1.0,2.0
794,19,15,Boone,Iowa,IA,26,26.0,20.5,31.5,80.3,74.6,86.0,23.2,17.9,28.5,24.8,19.4,30.3,25.8,20.1,31.4,6.2,3.3,9.2,1556.0,3922.0,471.0,41.4,30.1,2.0,2.0
795,19,17,Bremer,Iowa,IA,55,19.0,13.5,24.6,74.9,65.3,84.5,20.2,14.4,26.0,22.0,15.4,28.7,19.2,12.7,25.7,3.6,1.1,6.1,1226.0,3914.0,325.0,54.9,46.5,2.0,2.0
796,19,19,Buchanan,Iowa,IA,40,32.1,23.5,40.8,81.5,72.3,90.6,29.7,21.0,38.4,24.1,15.5,32.7,22.3,14.2,30.4,4.6,1.6,7.5,1987.0,3176.0,330.0,28.5,28.5,2.0,1.0
797,19,21,Buena Vista,Iowa,IA,55,21.2,14.9,27.5,75.0,67.0,83.0,25.1,18.1,32.0,29.8,22.3,37.2,20.6,14.2,27.0,10.9,6.9,14.9,2281.0,3289.0,280.0,49.6,49.6,1.0,2.0
798,19,23,Butler,Iowa,IA,55,21.2,13.8,28.6,81.2,71.4,91.1,20.7,13.4,28.0,29.1,19.6,38.5,11.6,5.9,17.4,4.6,0.4,8.8,822.0,3072.0,252.0,19.9,13.3,2.0,1.0
799,19,25,Calhoun,Iowa,IA,54,22.0,14.3,29.7,81.7,72.5,90.9,21.2,11.4,30.9,31.7,22.1,41.3,19.5,11.5,27.4,4.3,0.6,7.9,934.0,2317.0,221.0,28.7,28.7,2.0,2.0
800,19,27,Carroll,Iowa,IA,57,25.7,19.5,31.9,83.5,76.9,90.0,20.9,14.5,27.2,23.2,17.0,29.5,17.7,12.3,23.2,6.2,2.1,10.2,1272.0,3910.0,444.0,76.1,42.8,2.0,2.0
801,19,29,Cass,Iowa,IA,59,24.3,18.5,30.1,75.3,68.4,82.3,23.3,17.3,29.4,28.0,21.1,34.9,20.4,14.3,26.4,8.4,4.4,12.3,1369.0,3013.0,352.0,56.3,42.2,2.0,2.0
802,19,31,Cedar,Iowa,IA,55,26.3,19.2,33.4,75.6,67.2,84.1,25.2,17.8,32.6,26.4,19.0,33.7,23.5,15.9,31.1,7.1,3.5,10.8,870.0,2693.0,221.0,21.9,38.3,2.0,2.0
803,19,33,Cerro Gordo,Iowa,IA,26,21.5,17.5,25.4,82.2,78.2,86.3,24.4,20.0,28.7,23.5,19.3,27.6,21.1,16.7,25.5,6.1,3.9,8.2,3447.0,8015.0,1189.0,129.9,60.5,2.0,2.0
804,19,35,Cherokee,Iowa,IA,57,24.3,15.7,32.9,79.5,71.3,87.7,21.3,13.2,29.4,27.2,18.4,36.1,13.8,6.5,21.1,5.7,1.5,10.0,1061.0,2549.0,276.0,40.9,49.0,2.0,2.0
805,19,37,Chickasaw,Iowa,IA,57,29.6,20.2,38.9,85.9,77.5,94.2,26.9,17.3,36.4,22.8,13.6,32.0,23.2,14.7,31.7,6.1,1.3,10.9,782.0,2307.0,241.0,39.8,39.8,2.0,2.0
806,19,39,Clarke,Iowa,IA,59,28.3,19.3,37.3,85.8,78.3,93.3,24.8,16.4,33.1,30.9,21.3,40.5,24.8,16.0,33.5,9.5,4.4,14.6,1061.0,1396.0,161.0,43.7,21.8,2.0,2.0
807,19,41,Clay,Iowa,IA,57,18.4,12.8,24.0,83.8,74.5,93.2,23.4,17.1,29.8,28.2,19.2,37.2,19.2,13.4,25.1,5.3,2.5,8.1,1097.0,2970.0,323.0,59.2,53.3,2.0,2.0
808,19,43,Clayton,Iowa,IA,57,23.0,15.9,30.1,76.9,68.2,85.7,26.0,18.3,33.7,25.6,18.0,33.1,18.4,11.7,25.1,5.4,2.4,8.4,1799.0,3391.0,357.0,38.2,38.2,2.0,2.0
809,19,45,Clinton,Iowa,IA,21,21.9,17.5,26.3,79.8,73.7,85.9,26.6,21.3,31.8,31.8,25.9,37.6,25.6,20.4,30.8,10.4,7.3,13.4,4426.0,7851.0,1215.0,48.3,56.3,2.0,2.0
810,19,47,Crawford,Iowa,IA,40,29.1,21.0,37.3,73.95,65.35,82.6,28.7,20.4,37.0,29.5,20.3,38.8,21.3,13.6,29.0,5.6,1.8,9.5,2313.0,2779.0,368.0,41.4,23.7,2.0,2.0
811,19,49,Dallas,Iowa,IA,47,23.4,19.4,27.3,76.6,71.8,81.4,18.8,15.3,22.3,22.5,18.4,26.7,15.6,12.1,19.0,6.0,3.6,8.3,3594.0,4599.0,663.0,21.3,19.3,2.0,2.0
812,19,51,Davis,Iowa,IA,40,15.95,10.25,21.65,81.15,74.94999999999999,87.30000000000001,20.5,13.95,27.1,18.2,9.100000000000001,27.35,9.8,5.55,14.05,8.9,2.7,15.1,1355.0,1376.0,156.0,11.5,34.6,2.0,1.0
813,19,53,Decatur,Iowa,IA,70,34.9,25.2,44.7,85.05000000000001,79.19999999999999,90.9,27.7,18.2,37.2,28.0,18.6,37.3,23.2,14.7,31.7,7.8,3.4,12.2,1156.0,1526.0,203.0,23.2,34.9,1.0,2.0
814,19,55,Delaware,Iowa,IA,40,23.0,15.8,30.2,80.2,71.0,89.5,22.7,15.6,29.9,29.3,20.7,37.9,19.9,12.6,27.2,5.8,2.0,9.6,1475.0,2582.0,251.0,27.7,33.3,2.0,1.0
815,19,57,Des Moines,Iowa,IA,30,28.3,23.3,33.3,78.0,72.4,83.7,24.8,20.0,29.6,28.5,23.3,33.7,18.3,14.1,22.5,7.0,4.4,9.6,3844.0,6729.0,996.0,56.4,46.6,1.0,2.0
816,19,59,Dickinson,Iowa,IA,55,19.7,13.3,26.1,74.2,66.5,82.0,25.0,18.4,31.6,24.3,17.5,31.1,19.9,13.7,26.1,6.4,2.7,10.1,907.0,3481.0,306.0,47.9,47.9,2.0,2.0
817,19,61,Dubuque,Iowa,IA,45,19.4,15.9,22.9,79.5,75.1,83.8,25.1,21.1,29.0,24.4,20.6,28.2,16.3,13.1,19.5,6.1,4.1,8.0,5367.0,13378.0,1736.0,88.4,53.5,2.0,2.0
818,19,63,Emmet,Iowa,IA,60,20.9,12.7,29.2,80.15,72.1,88.15,31.0,21.5,40.5,18.15,8.45,27.9,21.4,13.4,29.4,12.5,5.6,19.4,1207.0,2045.0,211.0,66.5,38.0,2.0,2.0
