,State_FIPS_Code,County_FIPS_Code,Diabetes,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,RHI_LBW_Ind,RHI_VLBW_Ind,RHI_Premature_Ind,RHI_Under_18_Ind,RHI_Over_40_Ind,RHI_Unmarried_Ind,RHI_Late_Care_Ind,RHI_Infant_Mortality_Ind,RHI_IM_Wh_Non_Hisp_Ind,RHI_IM_Bl_Non_Hisp_Ind,RHI_IM_Hisp_Ind,RHI_IM_Neonatal_Ind,RHI_IM_Postneonatal_Ind,RHI_Brst_Cancer_Ind,RHI_Col_Cancer_Ind,RHI_CHD_Ind,RHI_Homicide_Ind,RHI_Lung_Cancer_Ind,RHI_MVA_Ind,RHI_Stroke_Ind,RHI_Suicide_Ind,RHI_Injury_Ind
1341,29,33,7.3,Carroll,Missouri,MO,43,5,8,7,6,7,5,5,5,5,-1,-1,8,5,8,6,5,-1,5,6,5,8,7
1342,29,37,6.0,Cass,Missouri,MO,45,5,7,5,7,5,7,5,5,5,-1,-1,5,8,7,5,7,7,8,8,8,8,7
1343,29,39,5.5,Cedar,Missouri,MO,63,5,5,5,8,7,5,5,6,8,-1,-1,5,8,8,5,6,-1,6,6,8,8,5
1344,29,41,8.5,Chariton,Missouri,MO,58,7,5,8,8,5,7,5,5,5,-1,-1,5,5,8,8,8,-1,5,6,8,-1,7
1345,29,43,4.0,Christian,Missouri,MO,48,5,5,5,5,5,5,5,5,5,-1,-1,5,5,8,6,5,-1,5,6,8,8,5
1346,29,45,9.4,Clark,Missouri,MO,43,7,8,5,5,7,5,6,5,5,-1,-1,8,5,8,6,5,-1,6,8,8,8,5
1347,29,47,4.9,Clay,Missouri,MO,11,5,5,7,7,5,7,5,5,5,8,-1,5,8,8,5,5,7,8,7,6,8,7
1348,29,49,8.5,Clinton,Missouri,MO,57,7,5,5,8,7,7,7,5,5,-1,-1,5,8,8,6,6,-1,8,8,8,8,7
1349,29,51,5.9,Cole,Missouri,MO,17,7,5,7,7,5,7,7,7,7,8,-1,7,8,8,8,5,7,7,8,6,8,7
1350,29,53,14.4,Cooper,Missouri,MO,60,7,7,8,6,7,7,5,5,5,-1,-1,5,5,5,8,6,-1,5,8,5,8,7
1351,29,55,5.8,Crawford,Missouri,MO,43,8,7,7,6,5,8,5,5,5,-1,-1,5,5,5,8,8,-1,8,8,6,8,7
1352,29,59,3.5,Dallas,Missouri,MO,43,7,5,7,6,5,5,6,8,8,-1,-1,8,6,8,5,6,-1,8,8,5,8,5
1353,29,61,5.9,Daviess,Missouri,MO,43,5,5,5,6,7,5,8,8,8,-1,-1,8,5,5,8,8,-1,6,8,8,8,7
1354,29,63,6.9,DeKalb,Missouri,MO,63,5,5,5,6,5,5,5,5,6,-1,-1,5,8,8,8,6,-1,8,6,6,5,5
1355,29,65,6.4,Dent,Missouri,MO,75,5,5,5,6,5,5,6,5,5,-1,-1,5,5,6,8,8,-1,8,6,8,8,7
1356,29,67,5.7,Douglas,Missouri,MO,75,5,5,6,6,7,5,5,6,6,-1,-1,6,6,8,8,5,-1,6,6,6,8,5
1357,29,69,7.2,Dunklin,Missouri,MO,36,8,8,8,8,5,6,6,6,8,8,-1,8,6,8,6,8,-1,6,6,8,6,5
1358,29,71,5.6,Franklin,Missouri,MO,45,7,7,5,8,5,7,5,5,5,-1,-1,5,8,8,8,8,7,8,8,8,8,7
1359,29,73,8.1,Gasconade,Missouri,MO,55,7,8,7,8,5,7,5,8,8,-1,-1,8,5,8,5,8,-1,8,8,8,5,7
1360,29,75,4.1,Gentry,Missouri,MO,61,5,5,5,8,7,5,5,5,5,-1,-1,5,5,5,8,6,-1,5,8,8,-1,5
1361,29,77,7.0,Greene,Missouri,MO,14,5,5,8,6,5,5,5,8,8,8,-1,6,8,8,5,5,5,8,8,8,8,7
1362,29,79,9.0,Grundy,Missouri,MO,63,5,5,5,8,7,7,5,5,5,-1,-1,5,5,5,6,8,-1,8,6,8,8,5
1363,29,81,11.2,Harrison,Missouri,MO,61,7,8,7,8,7,5,5,7,8,-1,-1,8,5,5,8,8,-1,8,8,5,8,5
1364,29,83,10.0,Henry,Missouri,MO,63,5,5,5,6,7,7,5,5,6,-1,-1,6,5,8,8,8,-1,8,6,8,8,5
1365,29,85,7.5,Hickory,Missouri,MO,71,5,5,5,6,7,5,5,6,8,-1,-1,5,8,6,8,5,-1,8,8,6,8,5
1366,29,87,2.7,Holt,Missouri,MO,61,8,8,8,6,5,5,5,-1,-1,-1,-1,-1,-1,-1,5,5,-1,5,8,8,-1,5
1367,29,89,11.6,Howard,Missouri,MO,59,7,8,8,5,7,7,5,8,8,-1,-1,7,8,8,8,5,-1,8,8,8,8,5
1368,29,91,7.5,Howell,Missouri,MO,36,5,5,5,6,7,5,5,5,6,-1,-1,5,6,5,6,6,-1,6,8,8,8,7
1369,29,93,7.9,Iron,Missouri,MO,75,6,6,6,6,5,6,8,6,6,-1,-1,6,6,5,8,8,-1,8,8,8,8,7
1370,29,95,7.8,Jackson,Missouri,MO,3,6,6,6,8,5,8,5,6,5,5,5,6,6,8,5,5,8,8,8,6,8,7
1371,29,97,8.1,Jasper,Missouri,MO,24,5,5,8,6,5,6,8,6,6,-1,8,8,6,8,8,8,7,6,8,8,8,5
1372,29,99,5.6,Jefferson,Missouri,MO,12,7,8,8,7,5,7,5,8,8,-1,-1,8,7,8,8,8,7,8,8,8,8,7
1373,29,101,7.0,Johnson,Missouri,MO,28,5,5,5,5,5,5,5,5,8,-1,-1,5,8,5,5,8,7,5,8,6,5,5
1374,29,103,6.6,Knox,Missouri,MO,61,7,8,5,5,7,5,8,-1,-1,-1,-1,-1,-1,8,8,6,-1,8,8,8,-1,7
1375,29,105,7.6,Laclede,Missouri,MO,34,5,7,7,6,5,5,5,6,8,-1,-1,5,8,8,5,8,-1,8,8,8,5,5
1376,29,107,12.1,Lafayette,Missouri,MO,31,5,5,5,8,5,7,5,5,6,-1,-1,5,8,8,8,8,-1,8,8,5,-1,5
1377,29,109,5.2,Lawrence,Missouri,MO,34,5,5,5,6,5,5,5,8,8,-1,-1,8,8,8,6,5,-1,6,8,8,8,7
1378,29,111,8.0,Lewis,Missouri,MO,62,5,5,5,5,5,5,8,5,5,-1,-1,5,5,8,8,6,-1,6,6,8,8,5
1379,29,113,6.2,Lincoln,Missouri,MO,29,5,5,5,6,7,5,5,7,8,-1,-1,5,8,8,6,8,7,8,8,8,8,7
1380,29,115,6.7,Linn,Missouri,MO,63,5,5,5,6,5,5,5,5,5,-1,-1,5,6,8,8,6,-1,6,8,6,6,7
1381,29,117,10.7,Livingston,Missouri,MO,63,5,5,5,8,5,7,5,8,8,-1,-1,8,8,8,5,8,-1,6,6,6,5,5
1382,29,119,2.9,McDonald,Missouri,MO,69,5,5,5,6,7,6,8,6,8,-1,7,5,8,5,8,8,5,8,8,6,8,7
1383,29,121,8.0,Macon,Missouri,MO,59,7,7,7,8,7,7,7,8,8,-1,-1,5,8,8,8,8,-1,8,6,6,6,7
1384,29,123,6.0,Madison,Missouri,MO,71,5,6,5,6,5,5,6,6,6,-1,-1,8,5,8,8,8,-1,8,8,5,6,7
1385,29,125,4.1,Maries,Missouri,MO,62,5,5,5,6,7,5,8,5,5,-1,-1,5,8,8,6,5,-1,6,8,8,8,7
1386,29,127,8.0,Marion,Missouri,MO,34,8,8,5,6,7,8,5,5,5,-1,-1,5,5,8,8,5,-1,8,6,5,-1,7
1387,29,129,11.1,Mercer,Missouri,MO,61,7,8,5,8,5,5,5,8,8,-1,-1,-1,-1,-1,8,6,-1,5,8,8,8,-1
1388,29,131,5.9,Miller,Missouri,MO,43,7,5,7,6,5,7,6,5,5,-1,-1,5,5,5,8,6,7,8,8,8,8,5
1389,29,133,4.6,Mississippi,Missouri,MO,76,8,6,8,8,5,8,6,8,6,8,-1,6,8,8,8,8,-1,8,8,8,8,5
1390,29,135,13.4,Moniteau,Missouri,MO,40,7,5,7,8,5,5,8,8,8,-1,-1,8,8,5,5,8,-1,5,8,5,5,7
1391,29,137,13.1,Monroe,Missouri,MO,40,7,7,8,6,7,5,5,5,5,-1,-1,5,5,5,8,5,-1,8,8,6,8,5
1392,29,139,9.6,Montgomery,Missouri,MO,43,5,7,5,6,7,8,8,6,8,-1,-1,5,8,5,6,6,-1,8,8,6,8,7
1393,29,141,11.9,Morgan,Missouri,MO,63,5,5,5,6,7,5,8,8,8,-1,-1,8,8,6,6,6,-1,8,6,8,8,5
1394,29,143,12.7,New Madrid,Missouri,MO,68,6,6,8,8,5,8,8,6,6,8,-1,6,6,6,6,8,8,8,6,6,8,7
1395,29,145,6.1,Newton,Missouri,MO,29,5,5,7,8,7,5,8,8,8,-1,-1,8,8,8,8,8,7,8,8,8,5,5
1396,29,147,6.8,Nodaway,Missouri,MO,63,5,5,5,5,7,5,5,5,5,-1,-1,5,5,6,5,6,-1,5,5,8,8,5
1397,29,149,6.7,Oregon,Missouri,MO,70,5,5,5,6,7,5,5,5,6,-1,-1,5,8,8,6,6,-1,6,8,8,8,5
1398,29,151,9.9,Osage,Missouri,MO,56,5,5,5,5,5,5,5,8,8,-1,-1,8,5,5,8,8,-1,5,8,5,8,7
1399,29,153,14.4,Ozark,Missouri,MO,70,5,5,5,6,7,5,6,5,5,-1,-1,5,5,8,8,6,8,8,8,8,-1,7
1400,29,155,12.9,Pemiscot,Missouri,MO,76,8,8,8,8,5,8,8,8,8,8,-1,8,8,5,8,8,8,8,8,8,8,5
1401,29,157,10.2,Perry,Missouri,MO,57,7,5,5,8,5,7,5,5,5,-1,-1,5,8,5,8,8,-1,7,8,5,8,7
1402,29,159,4.5,Pettis,Missouri,MO,31,8,8,8,8,5,8,5,8,8,-1,-1,8,8,5,8,5,-1,8,8,8,8,7
1403,29,161,7.4,Phelps,Missouri,MO,32,8,8,8,6,5,7,5,8,8,-1,-1,8,8,5,5,8,-1,6,8,8,6,5
1404,29,163,8.7,Pike,Missouri,MO,43,7,7,7,8,7,8,6,8,8,-1,-1,8,6,8,8,6,-1,5,8,6,8,7
1405,29,165,5.6,Platte,Missouri,MO,46,5,5,5,5,7,5,5,8,8,-1,-1,8,7,5,5,5,7,6,5,5,8,5
1406,29,167,13.6,Polk,Missouri,MO,49,5,8,5,6,5,5,5,5,5,-1,-1,8,5,5,8,5,-1,6,8,8,6,7
1407,29,169,7.5,Pulaski,Missouri,MO,33,5,5,5,6,5,5,5,8,8,-1,-1,8,8,8,8,8,-1,8,6,8,-1,7
1408,29,171,6.1,Putnam,Missouri,MO,70,7,7,5,6,5,5,5,5,5,-1,-1,5,5,-1,8,6,-1,5,8,5,-1,5
1409,29,173,7.8,Ralls,Missouri,MO,40,5,5,5,8,5,5,5,8,8,-1,-1,8,8,8,6,5,-1,8,8,5,8,7
1410,29,175,9.9,Randolph,Missouri,MO,65,8,8,8,6,5,8,5,6,6,-1,-1,5,8,8,6,6,5,5,6,6,8,7
1411,29,177,8.2,Ray,Missouri,MO,38,7,7,5,8,5,7,7,5,5,-1,-1,5,5,8,8,8,-1,8,8,5,8,7
1412,29,179,8.4,Reynolds,Missouri,MO,74,8,7,5,6,7,5,8,8,8,-1,-1,6,8,-1,6,6,-1,8,8,5,6,5
1413,29,181,12.7,Ripley,Missouri,MO,75,6,5,8,6,7,5,6,6,8,-1,-1,8,5,5,8,8,-1,8,8,6,8,7
1414,29,183,5.7,St. Charles,Missouri,MO,10,5,5,5,5,5,5,5,7,8,-1,-1,8,5,8,8,7,5,8,7,5,7,7
1415,29,186,6.3,Ste. Genevieve,Missouri,MO,38,5,5,5,8,5,7,5,5,5,-1,-1,5,5,8,5,8,-1,5,8,6,8,7
1416,29,187,10.7,St. Francois,Missouri,MO,24,7,5,8,6,5,6,5,8,8,-1,-1,5,8,8,8,8,5,8,8,6,8,7
1417,29,189,5.3,St. Louis,Missouri,MO,1,8,8,8,5,6,5,5,8,7,8,8,8,7,8,8,8,6,8,7,8,7,7
1418,29,195,11.4,Saline,Missouri,MO,63,7,5,8,6,5,8,5,8,8,-1,-1,6,8,8,8,8,-1,5,6,8,6,5
1419,29,197,6.2,Schuyler,Missouri,MO,61,8,8,8,6,-1,5,5,8,8,-1,-1,-1,-1,-1,8,5,-1,5,8,8,-1,7
1420,29,199,5.7,Scotland,Missouri,MO,70,5,7,5,5,7,5,8,5,5,-1,-1,5,5,-1,8,6,-1,6,6,8,8,5
1421,29,201,6.8,Scott,Missouri,MO,33,8,8,8,8,5,8,5,8,8,8,-1,8,8,8,8,6,8,8,6,8,5,7
1422,29,203,10.1,Shannon,Missouri,MO,74,6,5,5,6,7,5,5,8,8,-1,-1,8,8,8,5,8,-1,8,8,8,-1,7
1423,29,205,8.9,Shelby,Missouri,MO,61,7,5,7,6,5,5,5,5,5,-1,-1,5,5,7,8,8,-1,5,8,6,-1,5
1424,29,207,7.8,Stoddard,Missouri,MO,49,8,8,8,6,5,5,5,8,8,-1,-1,8,8,5,8,8,-1,8,8,8,6,5
1425,29,209,8.4,Stone,Missouri,MO,30,7,7,7,8,7,5,8,8,8,-1,-1,8,8,5,6,5,-1,8,8,5,5,7
1426,29,211,12.3,Sullivan,Missouri,MO,61,8,8,8,8,5,7,8,8,5,-1,-1,7,6,-1,5,5,-1,6,8,6,-1,7
1427,29,213,7.8,Taney,Missouri,MO,30,5,5,5,8,7,8,8,5,6,-1,-1,7,5,7,5,8,7,8,8,6,5,7
1428,29,215,10.2,Texas,Missouri,MO,75,6,5,5,6,7,5,5,8,8,-1,-1,8,5,5,6,8,-1,6,8,6,6,7
1429,29,217,8.3,Vernon,Missouri,MO,43,7,7,5,6,7,7,5,8,8,-1,-1,8,8,5,8,8,-1,6,6,8,8,5
1430,29,219,7.0,Warren,Missouri,MO,38,5,5,5,8,7,7,8,5,5,-1,-1,5,7,8,6,8,-1,8,6,6,8,7
1431,29,221,8.8,Washington,Missouri,MO,68,6,5,5,6,5,6,6,5,6,-1,-1,5,6,5,8,8,5,8,8,6,6,5
1432,29,223,9.1,Wayne,Missouri,MO,70,8,8,8,8,7,8,6,8,8,-1,-1,8,8,5,8,6,-1,8,8,8,6,7
1433,29,225,5.1,Webster,Missouri,MO,33,5,5,5,6,7,5,8,8,8,-1,-1,8,8,5,8,8,-1,6,8,6,6,5
1434,29,229,8.1,Wright,Missouri,MO,76,5,5,5,6,7,5,5,6,6,-1,-1,8,5,5,6,8,-1,8,6,6,8,5
1435,29,510,10.2,St. Louis City,Missouri,MO,5,8,8,8,8,5,8,8,8,5,8,-1,8,8,8,8,8,8,8,8,8,8,7
1436,30,1,7.9,Beaverhead,Montana,MT,83,7,7,7,5,5,5,6,5,8,-1,-1,5,8,8,5,5,-1,8,8,6,8,5
1437,30,3,9.4,Big Horn,Montana,MT,86,5,5,5,8,7,8,8,6,-1,-1,-1,5,8,8,5,5,8,8,8,8,6,8
1438,30,5,8.0,Blaine,Montana,MT,86,5,5,5,6,5,8,8,6,-1,-1,-1,5,8,8,-1,5,-1,5,8,8,8,5
1439,30,7,8.4,Broadwater,Montana,MT,85,5,-1,5,5,7,7,5,-1,-1,-1,-1,-1,-1,-1,6,7,-1,8,-1,5,8,5
1440,30,9,3.6,Carbon,Montana,MT,84,7,7,7,7,8,5,6,8,8,-1,-1,8,7,-1,5,5,-1,5,8,8,6,7
1441,30,13,6.5,Cascade,Montana,MT,19,5,5,5,5,7,5,5,8,8,-1,-1,5,8,5,5,5,7,8,6,6,8,7
1442,30,15,4.4,Chouteau,Montana,MT,82,5,-1,5,5,8,5,5,-1,-1,-1,-1,-1,-1,-1,5,5,-1,5,6,8,-1,-1
1443,30,17,5.8,Custer,Montana,MT,84,7,7,8,8,7,8,8,8,8,-1,-1,5,8,8,8,5,-1,8,5,8,8,5
1444,30,19,10.3,Daniels,Montana,MT,81,5,-1,5,-1,8,7,5,-1,-1,-1,-1,-1,-1,-1,8,5,-1,5,-1,8,-1,-1
1445,30,21,7.2,Dawson,Montana,MT,84,7,7,7,5,5,7,5,5,5,-1,-1,5,8,5,8,5,-1,5,5,5,8,5
1446,30,23,6.9,Deer Lodge,Montana,MT,70,8,7,5,6,7,8,8,5,6,-1,-1,5,6,5,6,6,-1,6,6,6,8,7
1447,30,25,3.8,Fallon,Montana,MT,82,7,-1,7,-1,5,5,5,-1,-1,-1,-1,-1,-1,8,-1,8,-1,5,-1,5,-1,-1
1448,30,27,6.5,Fergus,Montana,MT,84,7,7,7,7,7,7,8,8,8,-1,-1,8,7,8,8,5,-1,7,6,8,8,5
1449,30,29,5.1,Flathead,Montana,MT,23,5,5,5,5,8,5,8,5,6,-1,-1,5,6,8,5,5,5,5,6,8,8,5
1450,30,31,2.9,Gallatin,Montana,MT,19,5,5,5,5,8,5,5,5,6,-1,-1,5,5,5,5,5,-1,5,8,6,8,5
1451,30,35,10.2,Glacier,Montana,MT,86,5,5,8,8,7,8,8,8,-1,-1,-1,8,6,8,8,5,8,8,8,8,6,8
1452,30,39,11.0,Granite,Montana,MT,87,5,8,5,6,7,5,6,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,8,-1,5,8,-1
1453,30,41,6.2,Hill,Montana,MT,86,5,5,8,6,7,6,6,6,8,-1,-1,5,8,8,5,8,-1,8,6,8,6,5
1454,30,43,5.4,Jefferson,Montana,MT,78,5,7,5,5,8,5,5,5,5,-1,-1,5,5,8,5,7,-1,8,6,8,8,7
1455,30,45,8.5,Judith Basin,Montana,MT,84,5,-1,5,-1,7,5,8,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,7,-1,8,-1,-1
1456,30,47,5.6,Lake,Montana,MT,36,5,8,6,6,7,8,6,8,8,-1,-1,8,8,5,5,5,-1,6,8,6,8,7
1457,30,49,5.7,Lewis and Clark,Montana,MT,19,8,5,5,6,7,5,5,8,6,-1,-1,5,8,8,5,5,-1,6,6,6,8,7
1458,30,51,9.1,Liberty,Montana,MT,82,8,-1,8,5,-1,5,8,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,8,5,-1,-1
1459,30,53,6.8,Lincoln,Montana,MT,83,5,7,5,6,8,7,6,6,8,-1,-1,8,5,5,6,8,-1,8,8,8,6,7
1460,30,57,3.2,Madison,Montana,MT,84,7,7,7,5,8,5,6,8,-1,-1,-1,8,5,8,5,8,-1,5,8,8,8,7
1461,30,59,7.2,Meagher,Montana,MT,87,8,8,5,6,7,5,8,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,8,-1,8,-1,-1
1462,30,61,9.1,Mineral,Montana,MT,86,7,-1,6,6,-1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,8,8,8,8,8
1463,30,63,3.9,Missoula,Montana,MT,22,5,6,5,5,7,5,5,5,5,-1,-1,5,5,5,5,5,5,5,6,6,8,7
1464,30,65,3.2,Musselshell,Montana,MT,87,8,8,8,6,8,5,6,8,8,-1,-1,-1,-1,8,-1,8,-1,8,6,8,8,7
1465,30,67,3.2,Park,Montana,MT,84,7,7,5,5,8,5,5,5,5,-1,-1,5,8,7,8,5,-1,7,8,5,8,5
1466,30,71,6.5,Phillips,Montana,MT,85,5,-1,7,6,7,7,8,-1,-1,-1,-1,-1,-1,-1,6,5,-1,7,8,5,6,7
1467,30,73,11.2,Pondera,Montana,MT,88,5,5,5,6,8,5,6,8,-1,-1,-1,8,8,8,8,5,-1,7,6,8,-1,5
1468,30,77,7.9,Powell,Montana,MT,86,5,8,5,6,5,5,6,5,7,-1,-1,5,5,8,5,5,-1,5,6,5,8,5
1469,30,81,6.2,Ravalli,Montana,MT,49,5,5,8,5,8,5,5,8,8,-1,-1,8,6,5,5,5,-1,5,6,6,8,5
1470,30,83,7.9,Richland,Montana,MT,83,5,5,8,6,5,5,5,5,5,-1,-1,5,5,8,8,8,-1,6,6,6,-1,5
1471,30,85,13.8,Roosevelt,Montana,MT,86,5,7,6,6,7,8,6,8,-1,-1,-1,7,8,7,8,8,8,8,8,8,8,8
1472,30,87,7.4,Rosebud,Montana,MT,86,7,7,8,6,7,8,6,8,8,-1,-1,8,8,7,8,5,-1,8,8,8,6,5
1473,30,89,8.7,Sanders,Montana,MT,88,8,8,5,6,8,5,8,6,5,-1,-1,8,6,5,7,6,-1,8,8,8,8,7
1474,30,91,5.5,Sheridan,Montana,MT,81,7,-1,8,7,7,5,5,-1,-1,-1,-1,-1,-1,8,6,5,-1,8,-1,6,8,7
1475,30,93,4.8,Silver Bow,Montana,MT,49,7,5,5,6,7,8,5,5,5,-1,-1,5,5,8,8,6,-1,8,6,6,8,5
1476,30,95,5.5,Stillwater,Montana,MT,81,5,5,5,7,8,5,5,5,5,-1,-1,5,8,-1,5,5,-1,5,6,8,-1,5
1477,30,97,3.4,Sweet Grass,Montana,MT,81,7,8,7,5,7,5,8,8,8,-1,-1,-1,-1,-1,8,5,-1,5,-1,8,-1,5
1478,30,99,4.0,Teton,Montana,MT,85,5,5,5,5,7,5,8,5,5,-1,-1,5,5,-1,6,7,-1,7,8,8,6,5
1479,30,101,6.5,Toole,Montana,MT,85,7,7,7,5,5,7,5,-1,-1,-1,-1,-1,-1,-1,8,5,-1,5,6,8,-1,8
1480,30,105,7.1,Valley,Montana,MT,84,5,7,7,8,5,8,6,5,5,-1,-1,7,5,5,8,5,-1,7,8,5,8,7
1481,30,107,3.4,Wheatland,Montana,MT,87,5,-1,5,5,-1,5,8,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,5,8,6,-1,-1
1482,30,111,5.5,Yellowstone,Montana,MT,14,5,5,5,5,7,5,5,8,8,-1,-1,5,8,5,5,5,7,6,8,6,8,5
1483,31,1,5.5,Adams,Nebraska,NE,26,5,8,7,7,5,5,5,8,8,-1,-1,8,5,5,8,5,-1,5,5,5,5,5
1484,31,3,7.1,Antelope,Nebraska,NE,40,5,5,5,5,7,5,5,5,5,-1,-1,5,8,5,8,5,-1,5,6,6,-1,5
1485,31,11,4.4,Boone,Nebraska,NE,40,5,5,5,5,7,5,6,7,8,-1,-1,8,5,5,5,5,-1,5,8,5,-1,7
1486,31,13,5.8,Box Butte,Nebraska,NE,39,5,5,5,6,5,7,8,6,6,-1,-1,8,5,5,8,8,-1,5,6,5,8,5
1487,31,15,3.8,Boyd,Nebraska,NE,81,5,-1,5,5,8,5,5,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,5,-1,5,-1,-1
1488,31,17,5.9,Brown,Nebraska,NE,84,7,-1,5,7,7,5,6,-1,-1,-1,-1,-1,-1,-1,5,5,-1,5,-1,5,-1,-1
1489,31,19,4.3,Buffalo,Nebraska,NE,28,5,8,7,5,7,5,5,7,5,-1,-1,8,5,8,5,5,-1,5,6,6,6,5
1490,31,21,5.7,Burt,Nebraska,NE,40,5,7,5,6,5,5,8,5,6,-1,-1,5,8,8,8,5,-1,8,8,8,-1,7
1491,31,23,6.6,Butler,Nebraska,NE,56,5,5,5,5,8,5,5,5,5,-1,-1,5,8,8,8,8,-1,5,8,8,6,5
1492,31,25,7.5,Cass,Nebraska,NE,38,7,7,7,5,7,5,7,7,5,-1,-1,5,8,5,6,5,-1,8,6,8,6,7
1493,31,27,6.6,Cedar,Nebraska,NE,56,5,7,5,5,7,5,5,8,8,-1,-1,8,5,-1,8,5,-1,5,8,8,8,5
1494,31,29,6.6,Chase,Nebraska,NE,82,5,-1,5,8,-1,7,8,-1,-1,-1,-1,-1,-1,-1,8,5,-1,7,-1,7,-1,5
1495,31,31,5.8,Cherry,Nebraska,NE,85,5,7,7,5,5,5,6,5,5,-1,-1,7,5,7,8,5,-1,5,6,5,6,7
1496,31,33,7.5,Cheyenne,Nebraska,NE,56,7,8,7,8,7,7,8,8,8,-1,-1,8,8,8,6,8,-1,7,8,6,8,7
1497,31,35,5.9,Clay,Nebraska,NE,56,5,5,7,7,7,7,7,8,8,-1,-1,8,8,5,8,5,-1,7,8,5,-1,7
1498,31,37,4.2,Colfax,Nebraska,NE,57,5,5,7,8,5,7,8,8,8,-1,8,8,8,5,5,5,-1,5,8,5,7,7
1499,31,39,4.9,Cuming,Nebraska,NE,56,5,5,7,7,8,7,8,5,5,-1,-1,5,5,8,8,5,-1,5,8,5,-1,7
1500,31,41,6.8,Custer,Nebraska,NE,82,5,5,5,5,7,7,6,8,6,-1,-1,8,7,5,5,8,-1,5,6,8,-1,5
1501,31,43,8.8,Dakota,Nebraska,NE,38,7,8,8,8,5,8,5,8,8,-1,7,8,5,8,8,8,-1,8,5,8,8,5
1502,31,45,8.3,Dawes,Nebraska,NE,84,5,8,5,5,5,7,8,5,8,-1,-1,7,5,8,6,8,-1,7,6,8,8,5
1503,31,47,5.9,Dawson,Nebraska,NE,57,7,7,7,8,5,7,8,8,8,-1,8,8,8,8,5,5,7,5,8,5,8,7
1504,31,49,1.1,Deuel,Nebraska,NE,79,5,-1,5,8,-1,7,8,-1,-1,-1,-1,-1,-1,-1,8,8,-1,8,8,5,-1,-1
1505,31,51,8.8,Dixon,Nebraska,NE,56,7,7,7,8,5,7,7,5,5,-1,-1,5,5,-1,5,8,-1,5,8,6,-1,5
1506,31,53,6.8,Dodge,Nebraska,NE,26,5,5,7,7,5,5,8,5,5,-1,-1,5,8,8,8,5,-1,8,8,8,5,7
1507,31,55,6.1,Douglas,Nebraska,NE,10,7,8,8,8,5,7,8,8,7,8,8,8,7,8,8,5,8,8,7,8,8,7
1508,31,57,4.6,Dundy,Nebraska,NE,79,7,-1,7,-1,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,5,-1,5,-1,7
1509,31,59,9.5,Fillmore,Nebraska,NE,54,5,5,5,5,8,5,8,7,8,-1,-1,7,5,5,5,8,-1,7,8,6,-1,5
1510,31,61,11.7,Franklin,Nebraska,NE,58,5,-1,5,5,-1,5,5,-1,-1,-1,-1,-1,-1,-1,8,5,-1,8,8,8,-1,7
1511,31,63,6.7,Frontier,Nebraska,NE,82,7,8,7,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,5,8,5,-1,-1
1512,31,65,5.5,Furnas,Nebraska,NE,58,5,5,5,5,5,5,8,8,-1,-1,-1,5,8,-1,8,8,-1,5,8,8,-1,7
1513,31,67,7.7,Gage,Nebraska,NE,55,7,7,8,5,5,5,8,8,8,-1,-1,8,8,5,6,5,-1,5,8,6,8,7
1514,31,69,7.1,Garden,Nebraska,NE,79,5,-1,7,-1,-1,5,8,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,8,-1,8,-1,-1
1515,31,71,10.7,Garfield,Nebraska,NE,84,7,-1,7,-1,-1,5,8,-1,-1,-1,-1,-1,-1,-1,8,5,-1,-1,-1,5,-1,7
1516,31,73,4.5,Gosper,Nebraska,NE,79,7,-1,7,8,5,7,8,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,8,-1,-1
1517,31,77,11.0,Greeley,Nebraska,NE,82,5,-1,5,5,8,5,8,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,5,-1,8,-1,-1
1518,31,79,6.3,Hall,Nebraska,NE,45,7,7,7,8,5,8,8,8,8,-1,7,8,8,5,8,5,-1,5,6,6,5,7
1519,31,81,6.0,Hamilton,Nebraska,NE,56,5,7,7,5,5,5,8,8,8,-1,-1,6,8,8,8,5,-1,7,6,5,-1,5
1520,31,83,7.7,Harlan,Nebraska,NE,58,5,-1,7,5,8,5,8,-1,-1,-1,-1,-1,-1,-1,8,5,-1,7,8,5,-1,7
1521,31,87,8.9,Hitchcock,Nebraska,NE,82,5,-1,5,7,8,7,5,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,7,6,5,-1,8
1522,31,89,5.0,Holt,Nebraska,NE,82,5,7,5,5,7,5,6,7,8,-1,-1,7,7,8,5,5,-1,5,8,5,6,5
