,State_FIPS_Code,County_FIPS_Code,Diabetes,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,RHI_LBW_Ind,RHI_VLBW_Ind,RHI_Premature_Ind,RHI_Under_18_Ind,RHI_Over_40_Ind,RHI_Unmarried_Ind,RHI_Late_Care_Ind,RHI_Infant_Mortality_Ind,RHI_IM_Wh_Non_Hisp_Ind,RHI_IM_Bl_Non_Hisp_Ind,RHI_IM_Hisp_Ind,RHI_IM_Neonatal_Ind,RHI_IM_Postneonatal_Ind,RHI_Brst_Cancer_Ind,RHI_Col_Cancer_Ind,RHI_CHD_Ind,RHI_Homicide_Ind,RHI_Lung_Cancer_Ind,RHI_MVA_Ind,RHI_Stroke_Ind,RHI_Suicide_Ind,RHI_Injury_Ind
564,17,181,10.0,Union,Illinois,IL,64,5,5,5,6,7,5,5,5,5,-1,-1,5,5,5,8,6,-1,6,6,8,6,7
565,17,183,9.0,Vermilion,Illinois,IL,24,8,8,8,8,5,8,8,8,8,8,-1,8,8,5,8,6,7,8,8,8,5,5
566,17,187,6.7,Warren,Illinois,IL,60,5,5,5,8,5,8,5,5,5,-1,-1,5,5,8,8,8,-1,5,6,8,5,5
567,17,189,10.4,Washington,Illinois,IL,57,5,5,5,8,5,5,5,7,8,-1,-1,7,7,8,8,8,-1,5,8,8,5,5
568,17,191,7.1,Wayne,Illinois,IL,59,7,8,8,8,5,7,5,8,8,-1,-1,8,8,5,5,8,8,8,6,6,8,5
569,17,193,7.3,White,Illinois,IL,64,8,5,5,6,7,7,8,5,5,-1,-1,5,5,5,8,8,-1,6,6,5,5,5
570,17,195,8.3,Whiteside,Illinois,IL,18,5,5,5,8,5,8,5,5,6,-1,5,5,8,8,6,8,-1,8,5,6,5,5
571,17,197,5.2,Will,Illinois,IL,10,5,8,7,5,5,5,5,7,7,8,8,8,5,8,8,8,5,8,7,8,5,5
572,17,199,6.9,Williamson,Illinois,IL,24,5,5,8,6,5,5,5,5,5,-1,-1,5,6,8,8,5,7,6,8,6,6,5
573,17,201,9.3,Winnebago,Illinois,IL,10,8,8,8,8,5,8,8,8,8,8,8,8,7,8,5,7,7,8,7,8,7,7
574,17,203,7.9,Woodford,Illinois,IL,47,5,7,7,5,8,5,5,8,8,-1,-1,8,8,5,5,5,-1,5,5,8,5,5
575,18,1,6.2,Adams,Indiana,IN,48,5,5,5,5,8,5,8,7,8,-1,-1,7,7,6,6,5,-1,5,6,8,5,5
576,18,3,5.9,Allen,Indiana,IN,10,8,8,8,8,5,8,8,8,8,8,8,7,8,8,8,5,8,8,7,5,8,7
577,18,5,5.2,Bartholomew,Indiana,IN,17,7,5,7,8,5,7,7,8,8,-1,-1,7,8,8,5,8,-1,8,8,8,8,7
578,18,7,6.0,Benton,Indiana,IN,57,5,5,5,8,5,7,7,5,5,-1,-1,5,5,5,8,5,-1,8,6,8,-1,5
579,18,9,10.0,Blackford,Indiana,IN,55,7,7,7,8,5,8,7,8,8,-1,-1,8,8,8,8,8,-1,7,6,5,5,5
580,18,11,6.1,Boone,Indiana,IN,48,5,7,7,5,7,5,7,8,8,-1,-1,8,5,8,6,5,-1,8,6,6,8,5
581,18,13,11.9,Brown,Indiana,IN,37,5,8,7,7,5,7,8,8,8,-1,-1,8,5,8,7,5,-1,8,8,8,6,5
582,18,15,6.1,Carroll,Indiana,IN,55,5,5,5,5,5,5,7,5,5,-1,-1,5,8,5,6,5,-1,5,8,8,8,7
583,18,17,4.1,Cass,Indiana,IN,26,7,5,5,8,5,8,8,8,8,-1,8,5,8,5,8,8,-1,8,6,8,6,5
584,18,19,8.7,Clark,Indiana,IN,17,7,7,8,8,5,8,8,7,8,7,-1,5,8,8,8,8,7,8,5,8,8,7
585,18,21,9.8,Clay,Indiana,IN,26,7,8,7,8,5,7,8,8,8,-1,-1,8,6,8,8,8,-1,8,8,8,8,7
586,18,23,8.1,Clinton,Indiana,IN,27,7,8,8,8,5,8,8,8,8,-1,7,8,8,5,8,8,-1,8,8,8,8,5
587,18,27,3.5,Daviess,Indiana,IN,31,5,5,7,5,5,5,8,8,8,-1,-1,7,8,5,5,5,-1,8,6,8,6,7
588,18,29,4.7,Dearborn,Indiana,IN,48,8,8,8,7,7,7,5,8,8,-1,-1,8,5,5,8,5,-1,8,8,8,8,7
589,18,31,9.4,Decatur,Indiana,IN,47,7,8,8,5,5,7,8,8,8,-1,-1,8,8,5,5,8,-1,8,8,6,5,7
590,18,33,6.1,De Kalb,Indiana,IN,48,5,5,5,8,5,7,8,8,8,-1,-1,5,8,8,8,8,-1,6,8,8,8,7
591,18,35,8.8,Delaware,Indiana,IN,14,8,8,7,6,5,8,5,8,8,8,-1,8,8,8,8,7,5,8,5,8,8,5
592,18,37,6.2,Dubois,Indiana,IN,48,5,5,7,7,7,5,7,7,5,-1,-1,7,8,8,5,8,-1,5,6,8,8,7
593,18,39,5.5,Elkhart,Indiana,IN,12,5,5,5,8,5,8,8,8,8,8,7,7,8,8,5,8,8,8,8,8,5,7
594,18,41,10.0,Fayette,Indiana,IN,28,8,8,8,8,5,8,7,8,8,-1,-1,8,8,8,6,8,-1,8,6,8,6,7
595,18,43,6.3,Floyd,Indiana,IN,17,7,8,8,8,5,7,7,5,8,-1,-1,5,8,8,8,8,7,8,5,8,5,7
596,18,45,12.1,Fountain,Indiana,IN,55,7,5,7,8,5,7,8,8,8,-1,-1,8,8,8,8,8,-1,8,8,8,8,5
597,18,47,9.5,Franklin,Indiana,IN,38,7,7,7,8,7,5,7,8,8,-1,-1,8,7,5,8,8,-1,5,8,5,5,7
598,18,49,9.2,Fulton,Indiana,IN,55,7,8,5,8,7,7,8,8,8,-1,-1,8,8,8,8,8,-1,8,8,6,8,7
599,18,51,8.1,Gibson,Indiana,IN,26,7,5,7,5,5,7,7,7,5,-1,-1,7,5,7,8,8,-1,5,8,6,8,5
600,18,53,8.7,Grant,Indiana,IN,19,8,8,5,8,5,8,8,8,8,8,-1,8,8,8,8,8,7,8,6,5,8,7
601,18,55,11.2,Greene,Indiana,IN,26,7,5,8,8,5,7,8,8,8,-1,-1,8,8,5,8,8,-1,8,6,5,8,5
602,18,57,4.8,Hamilton,Indiana,IN,12,5,5,7,5,7,5,5,7,8,-1,-1,7,5,5,5,5,-1,5,5,8,5,5
603,18,59,6.5,Hancock,Indiana,IN,46,5,5,8,7,5,7,5,5,5,-1,-1,5,7,5,5,8,-1,8,8,6,8,7
604,18,61,7.7,Harrison,Indiana,IN,47,7,7,8,8,5,7,5,5,5,-1,-1,5,5,8,5,8,-1,8,8,8,5,5
605,18,63,5.2,Hendricks,Indiana,IN,46,5,5,5,5,5,5,5,5,7,-1,-1,7,5,5,6,5,-1,6,5,5,7,5
606,18,65,8.6,Henry,Indiana,IN,26,7,7,8,5,5,7,5,8,8,-1,-1,8,5,8,5,5,-1,8,8,8,6,7
607,18,67,9.2,Howard,Indiana,IN,17,7,7,7,8,5,8,8,8,8,-1,-1,7,8,6,8,8,7,8,8,8,5,7
608,18,69,8.8,Huntington,Indiana,IN,48,7,7,5,8,5,7,5,5,5,-1,-1,5,7,8,8,6,-1,8,6,8,5,5
609,18,71,7.4,Jackson,Indiana,IN,47,7,8,8,8,5,7,8,5,5,-1,-1,5,5,5,8,8,-1,8,6,8,7,7
610,18,73,9.0,Jasper,Indiana,IN,47,5,7,5,7,5,7,8,5,5,-1,-1,5,7,8,8,7,-1,8,6,6,5,5
611,18,75,12.7,Jay,Indiana,IN,60,5,8,5,6,7,5,8,8,8,-1,-1,8,5,5,8,6,-1,8,8,6,8,5
612,18,77,5.7,Jefferson,Indiana,IN,28,5,5,5,8,5,7,8,8,8,-1,-1,8,6,8,8,8,-1,8,8,8,8,5
613,18,79,10.3,Jennings,Indiana,IN,47,5,7,7,8,5,7,8,7,8,-1,-1,5,8,5,8,8,-1,8,8,8,5,7
614,18,81,6.3,Johnson,Indiana,IN,12,5,5,5,7,5,5,5,7,8,-1,-1,5,7,7,5,8,-1,6,5,8,5,5
615,18,83,7.8,Knox,Indiana,IN,30,8,8,8,5,5,8,7,8,8,-1,-1,8,6,8,8,6,-1,8,6,8,8,5
616,18,85,8.2,Kosciusko,Indiana,IN,45,5,5,5,8,5,7,8,8,8,-1,8,8,8,8,8,5,-1,8,8,6,5,7
617,18,87,5.5,Lagrange,Indiana,IN,48,5,5,5,5,7,5,8,7,8,-1,-1,7,8,5,8,5,-1,5,8,8,7,5
618,18,89,8.1,Lake,Indiana,IN,4,8,8,8,8,5,8,8,8,8,5,8,8,8,8,8,8,8,8,8,6,6,5
619,18,91,8.0,La Porte,Indiana,IN,11,7,8,8,8,5,8,8,8,8,8,-1,5,8,8,8,8,8,8,8,5,8,5
620,18,93,11.5,Lawrence,Indiana,IN,25,7,8,8,8,5,7,8,8,8,-1,-1,8,8,5,6,8,-1,8,6,8,6,7
621,18,95,8.4,Madison,Indiana,IN,14,8,6,8,8,5,8,8,8,8,8,-1,8,8,5,5,8,-1,8,8,8,8,7
622,18,97,7.5,Marion,Indiana,IN,3,8,6,8,8,5,8,8,8,8,5,5,8,8,6,8,6,8,8,5,6,8,5
623,18,99,5.7,Marshall,Indiana,IN,48,7,7,7,8,5,7,8,5,5,-1,-1,5,5,8,8,8,-1,8,8,8,5,7
624,18,101,4.0,Martin,Indiana,IN,39,5,7,8,5,5,5,8,5,6,-1,-1,5,5,5,8,8,-1,6,8,8,5,7
625,18,103,9.0,Miami,Indiana,IN,29,5,5,7,8,5,8,8,5,8,-1,-1,5,8,8,8,8,-1,8,6,6,5,5
626,18,105,7.3,Monroe,Indiana,IN,14,5,5,5,5,7,5,8,6,8,-1,-1,8,5,8,5,5,5,6,5,6,5,5
627,18,107,7.8,Montgomery,Indiana,IN,25,7,8,8,8,5,7,7,5,8,-1,-1,5,5,5,8,8,-1,6,8,8,8,7
628,18,109,6.5,Morgan,Indiana,IN,46,8,8,8,8,5,7,7,7,8,-1,-1,5,8,5,6,8,7,8,8,8,8,7
629,18,111,10.9,Newton,Indiana,IN,38,5,5,5,8,5,7,8,7,8,-1,-1,5,8,5,8,8,-1,8,8,8,5,5
630,18,113,8.6,Noble,Indiana,IN,48,7,7,7,8,5,7,8,8,8,-1,8,8,8,8,8,8,-1,8,8,8,8,5
631,18,117,12.3,Orange,Indiana,IN,60,7,7,7,8,5,5,8,8,8,-1,-1,8,8,5,5,8,-1,8,8,8,6,7
632,18,119,4.8,Owen,Indiana,IN,39,5,5,5,8,5,5,8,5,6,-1,-1,5,8,5,8,8,-1,8,6,8,6,7
633,18,121,12.3,Parke,Indiana,IN,60,8,8,7,6,8,7,8,8,8,-1,-1,8,8,8,8,8,-1,8,8,5,8,7
634,18,123,6.7,Perry,Indiana,IN,55,7,8,7,8,5,7,8,8,8,-1,-1,8,8,5,8,6,-1,8,6,6,8,7
635,18,125,12.9,Pike,Indiana,IN,60,8,8,8,8,7,7,5,8,8,-1,-1,8,8,8,6,8,-1,8,8,8,8,5
636,18,127,5.6,Porter,Indiana,IN,12,5,5,8,5,5,7,8,8,8,-1,-1,8,8,8,8,5,-1,8,7,5,8,5
637,18,129,10.9,Posey,Indiana,IN,47,5,7,7,7,5,7,5,8,8,-1,-1,8,8,8,5,5,-1,8,5,8,8,7
638,18,131,9.4,Pulaski,Indiana,IN,57,7,8,7,7,7,7,8,8,8,-1,-1,8,8,8,8,8,-1,7,8,8,8,7
639,18,133,3.4,Putnam,Indiana,IN,25,5,5,7,8,5,7,7,5,5,-1,-1,5,8,8,6,8,-1,8,5,6,6,5
640,18,135,11.4,Randolph,Indiana,IN,30,8,8,8,8,5,5,8,8,8,-1,-1,8,8,8,5,8,-1,6,6,8,5,5
641,18,137,10.2,Ripley,Indiana,IN,47,7,5,7,8,5,5,7,5,5,-1,-1,5,5,8,8,7,-1,8,6,8,8,5
642,18,139,4.3,Rush,Indiana,IN,57,7,8,7,8,5,7,8,5,5,-1,-1,5,5,5,6,8,-1,8,6,6,5,7
643,18,141,8.1,St. Joseph,Indiana,IN,9,7,8,7,8,5,8,8,8,8,5,5,8,7,6,8,7,8,8,7,8,8,5
644,18,143,8.7,Scott,Indiana,IN,39,8,7,8,8,5,7,8,5,6,-1,-1,5,8,8,8,8,-1,8,6,8,6,5
645,18,145,6.5,Shelby,Indiana,IN,48,7,7,7,8,5,8,8,8,8,-1,-1,8,8,8,5,6,-1,8,5,6,8,5
646,18,147,5.0,Spencer,Indiana,IN,38,7,7,8,8,5,5,5,7,8,-1,-1,7,8,5,5,8,7,8,6,8,5,7
647,18,149,11.3,Starke,Indiana,IN,39,5,7,7,8,7,8,8,5,6,-1,-1,6,5,8,8,8,8,8,8,8,8,7
648,18,151,5.9,Steuben,Indiana,IN,25,7,5,8,8,5,8,8,8,8,-1,-1,5,8,8,8,8,-1,8,8,5,5,7
649,18,153,4.9,Sullivan,Indiana,IN,60,8,8,8,6,5,7,5,8,8,-1,-1,8,5,8,8,8,-1,8,6,8,8,5
650,18,155,8.2,Switzerland,Indiana,IN,60,5,5,5,6,7,7,8,5,5,-1,-1,5,5,-1,8,8,-1,8,8,8,8,7
651,18,157,5.0,Tippecanoe,Indiana,IN,11,5,8,5,7,5,7,7,8,8,-1,8,8,7,5,8,7,7,8,5,8,5,7
652,18,159,8.4,Tipton,Indiana,IN,55,7,7,5,6,5,5,7,8,8,-1,-1,7,8,6,6,6,-1,8,6,8,5,7
653,18,163,9.0,Vanderburgh,Indiana,IN,16,8,8,8,8,5,8,5,8,8,5,-1,8,8,8,8,5,7,8,5,8,8,7
654,18,165,4.5,Vermillion,Indiana,IN,55,7,7,7,8,5,7,8,5,8,-1,-1,8,5,8,8,8,-1,8,8,8,8,7
655,18,167,10.8,Vigo,Indiana,IN,16,5,5,8,8,5,8,8,6,8,8,-1,5,8,8,8,8,8,8,5,8,8,5
656,18,169,6.9,Wabash,Indiana,IN,26,8,7,7,8,5,7,8,8,8,-1,-1,5,8,8,8,8,-1,8,5,6,8,7
657,18,171,13.7,Warren,Indiana,IN,54,5,7,5,8,5,7,5,7,8,-1,-1,8,5,5,8,8,-1,8,6,8,8,7
658,18,173,7.0,Warrick,Indiana,IN,45,7,7,8,5,5,5,5,5,5,-1,-1,5,5,7,8,8,-1,8,6,8,5,5
659,18,175,7.1,Washington,Indiana,IN,29,5,5,7,8,7,5,8,5,5,-1,-1,5,5,5,5,8,-1,8,8,8,5,7
660,18,177,9.0,Wayne,Indiana,IN,24,5,8,8,8,5,8,8,8,8,8,-1,8,8,8,5,6,7,8,5,6,6,5
661,18,179,7.4,Wells,Indiana,IN,47,7,7,5,7,5,5,5,5,5,-1,-1,5,5,5,5,7,-1,5,6,8,5,7
662,18,181,7.5,White,Indiana,IN,27,7,7,7,8,5,7,8,7,8,-1,-1,7,5,5,5,8,-1,8,8,8,8,7
663,18,183,8.5,Whitley,Indiana,IN,48,5,5,7,5,5,5,7,5,8,-1,-1,7,5,6,8,5,-1,8,6,6,5,5
664,19,1,6.1,Adair,Iowa,IA,58,5,5,5,5,5,5,5,5,5,-1,-1,5,5,5,8,8,-1,5,6,5,-1,5
665,19,3,12.7,Adams,Iowa,IA,61,5,-1,7,6,7,5,5,-1,-1,-1,-1,-1,-1,8,6,8,-1,5,6,8,-1,5
666,19,5,2.9,Allamakee,Iowa,IA,40,5,5,5,6,5,5,6,8,8,-1,-1,7,8,8,8,5,-1,5,6,8,5,5
667,19,7,8.0,Appanoose,Iowa,IA,63,7,5,5,6,7,7,7,5,5,-1,-1,5,5,5,8,8,-1,5,6,5,6,5
668,19,9,5.7,Audubon,Iowa,IA,59,5,7,5,5,7,5,5,5,5,-1,-1,5,5,-1,5,5,-1,5,5,6,-1,5
669,19,11,5.4,Benton,Iowa,IA,27,7,5,7,5,7,5,5,5,5,-1,-1,5,5,5,8,8,-1,5,5,5,5,7
670,19,13,6.6,Black Hawk,Iowa,IA,14,5,5,8,5,7,8,5,5,5,8,-1,5,8,5,5,7,5,5,5,8,5,7
671,19,15,6.2,Boone,Iowa,IA,26,7,7,5,5,5,5,5,7,8,-1,-1,7,5,5,5,8,-1,5,6,6,5,7
672,19,17,3.6,Bremer,Iowa,IA,55,5,5,7,5,5,5,5,5,5,-1,-1,5,5,6,6,8,-1,5,6,6,8,5
673,19,19,4.6,Buchanan,Iowa,IA,40,7,7,7,5,7,5,8,7,8,-1,-1,8,5,8,8,8,-1,5,6,6,8,7
674,19,21,10.9,Buena Vista,Iowa,IA,55,5,5,7,8,5,7,8,5,5,-1,7,5,5,6,8,6,-1,5,6,5,5,5
675,19,23,4.6,Butler,Iowa,IA,55,5,5,7,5,7,5,5,5,5,-1,-1,5,5,8,6,6,-1,5,6,8,5,5
676,19,25,4.3,Calhoun,Iowa,IA,54,7,8,5,5,5,7,5,5,5,-1,-1,5,5,5,8,8,-1,7,5,6,-1,7
677,19,27,6.2,Carroll,Iowa,IA,57,7,8,5,5,7,5,5,5,5,-1,-1,7,5,8,8,5,-1,7,6,6,5,7
678,19,29,8.4,Cass,Iowa,IA,59,5,7,7,8,5,7,5,5,5,-1,-1,5,8,5,6,6,-1,5,8,8,6,7
679,19,31,7.1,Cedar,Iowa,IA,55,5,5,5,5,7,5,5,5,5,-1,-1,5,5,6,6,5,-1,5,8,8,8,7
680,19,33,6.1,Cerro Gordo,Iowa,IA,26,5,7,5,7,7,7,8,5,5,-1,-1,5,5,5,5,8,-1,8,6,8,6,7
681,19,35,5.7,Cherokee,Iowa,IA,57,5,5,7,5,5,7,5,5,5,-1,-1,5,8,8,6,8,-1,5,8,8,5,5
682,19,37,6.1,Chickasaw,Iowa,IA,57,7,8,7,5,7,5,7,5,5,-1,-1,7,5,6,6,8,-1,8,8,5,8,7
683,19,39,9.5,Clarke,Iowa,IA,59,7,5,5,8,5,7,5,5,8,-1,-1,5,7,8,6,8,-1,5,6,6,8,5
684,19,41,5.3,Clay,Iowa,IA,57,7,7,7,5,5,7,5,5,5,-1,-1,5,8,8,8,5,-1,5,5,6,5,5
685,19,43,5.4,Clayton,Iowa,IA,57,5,5,5,5,7,5,7,7,8,-1,-1,7,5,8,8,8,-1,5,8,8,8,7
686,19,45,10.4,Clinton,Iowa,IA,21,7,5,8,6,5,8,5,7,8,-1,-1,7,6,5,8,8,-1,6,6,5,6,5
687,19,47,5.6,Crawford,Iowa,IA,40,7,7,7,5,7,7,6,8,8,-1,-1,8,5,5,8,8,-1,5,8,5,5,5
688,19,49,6.0,Dallas,Iowa,IA,47,5,5,5,5,5,5,5,8,8,-1,-1,8,7,8,5,8,-1,8,6,6,5,5
689,19,51,8.9,Davis,Iowa,IA,40,5,5,5,5,8,5,8,5,6,-1,-1,5,5,-1,8,8,-1,5,8,6,-1,7
690,19,53,7.8,Decatur,Iowa,IA,70,5,5,5,6,7,5,6,6,8,-1,-1,8,5,8,8,8,-1,5,6,6,-1,5
691,19,55,5.8,Delaware,Iowa,IA,40,5,7,5,5,5,5,5,8,8,-1,-1,7,8,8,8,6,-1,5,6,5,5,5
692,19,57,7.0,Des Moines,Iowa,IA,30,5,5,5,8,5,8,7,5,8,-1,-1,5,8,5,5,8,-1,8,5,8,6,5
693,19,59,6.4,Dickinson,Iowa,IA,55,7,7,7,5,5,5,5,5,6,-1,-1,5,7,8,8,8,-1,5,6,6,8,5
694,19,61,6.1,Dubuque,Iowa,IA,45,5,7,5,5,5,5,5,5,5,-1,-1,5,8,5,5,8,-1,6,5,8,6,5
695,19,63,12.5,Emmet,Iowa,IA,60,5,5,5,6,7,7,8,5,5,-1,-1,5,5,8,6,6,-1,5,6,5,5,7
696,19,65,6.3,Fayette,Iowa,IA,60,5,5,5,5,7,5,5,5,5,-1,-1,5,5,5,6,6,-1,5,8,6,5,5
697,19,67,7.9,Floyd,Iowa,IA,60,5,5,7,5,5,5,8,5,5,-1,-1,5,8,8,8,8,-1,5,6,6,8,5
698,19,69,6.0,Franklin,Iowa,IA,54,7,8,7,8,5,7,8,5,5,-1,-1,5,5,8,6,8,-1,5,8,8,-1,5
699,19,71,6.3,Fremont,Iowa,IA,59,5,8,7,5,5,7,5,8,8,-1,-1,8,8,8,8,6,-1,8,8,8,-1,7
700,19,73,8.1,Greene,Iowa,IA,54,7,7,7,7,5,7,8,8,8,-1,-1,8,5,5,8,8,-1,5,6,8,8,7
701,19,75,7.8,Grundy,Iowa,IA,54,5,5,5,5,7,5,5,7,8,-1,-1,7,7,8,6,5,-1,5,8,5,8,5
702,19,77,2.8,Guthrie,Iowa,IA,54,7,5,5,5,5,5,5,5,5,-1,-1,5,5,5,8,5,-1,7,6,5,8,5
703,19,79,11.0,Hamilton,Iowa,IA,55,5,5,5,8,7,7,5,5,6,-1,-1,5,8,6,5,8,-1,8,8,5,5,5
704,19,81,9.1,Hancock,Iowa,IA,56,7,7,5,7,5,7,8,5,5,-1,-1,5,7,5,8,8,-1,7,6,8,5,5
705,19,83,8.4,Hardin,Iowa,IA,55,5,8,7,8,5,5,7,5,5,-1,-1,5,5,8,6,8,-1,5,6,6,5,7
706,19,85,8.8,Harrison,Iowa,IA,40,7,8,7,5,5,5,5,5,6,-1,-1,7,5,7,8,8,-1,8,8,5,8,7
707,19,87,8.4,Henry,Iowa,IA,55,5,7,5,8,5,7,5,8,8,-1,-1,8,8,6,6,8,-1,7,6,8,5,7
708,19,89,5.1,Howard,Iowa,IA,40,5,5,7,5,7,5,8,5,6,-1,-1,8,5,8,8,8,-1,5,5,6,8,5
709,19,91,6.8,Humboldt,Iowa,IA,54,5,8,7,5,7,7,5,5,5,-1,-1,5,5,5,6,8,-1,5,6,5,8,5
710,19,93,2.0,Ida,Iowa,IA,56,7,8,5,7,8,5,5,8,8,-1,-1,8,5,8,8,8,-1,5,8,8,-1,7
711,19,95,8.2,Iowa,Iowa,IA,54,7,5,7,5,7,5,5,5,5,-1,-1,7,5,8,6,5,-1,7,8,8,5,5
712,19,97,8.8,Jackson,Iowa,IA,40,5,5,5,5,5,5,5,8,8,-1,-1,8,6,5,8,8,-1,8,8,6,8,5
713,19,99,8.1,Jasper,Iowa,IA,26,7,8,8,5,5,5,5,5,5,-1,-1,5,5,5,6,8,-1,8,5,5,5,7
714,19,101,6.5,Jefferson,Iowa,IA,39,5,5,5,5,8,5,8,5,5,-1,-1,5,5,8,5,8,-1,5,6,8,8,5
715,19,103,3.9,Johnson,Iowa,IA,11,5,5,5,5,7,5,5,5,5,-1,-1,5,5,8,8,5,-1,5,5,8,5,5
716,19,105,5.2,Jones,Iowa,IA,55,7,8,5,5,5,7,5,8,8,-1,-1,8,5,5,8,6,-1,5,8,5,6,7
717,19,107,11.8,Keokuk,Iowa,IA,59,5,5,5,5,7,5,5,5,5,-1,-1,5,5,5,8,5,-1,8,8,5,6,7
718,19,109,4.3,Kossuth,Iowa,IA,56,7,5,7,5,7,5,5,8,8,-1,-1,8,5,8,6,5,-1,5,6,8,-1,5
719,19,111,8.8,Lee,Iowa,IA,30,7,8,5,5,5,8,5,8,8,-1,-1,5,8,8,6,6,-1,8,6,6,8,7
720,19,113,6.2,Linn,Iowa,IA,11,5,5,5,5,5,7,5,5,7,-1,-1,5,5,5,5,5,5,8,5,5,7,5
721,19,115,6.9,Louisa,Iowa,IA,57,5,5,7,8,5,7,7,5,5,-1,-1,5,5,5,8,8,-1,7,8,8,8,7
722,19,117,10.7,Lucas,Iowa,IA,59,5,7,8,5,7,7,8,5,5,-1,-1,7,5,5,5,8,-1,8,8,5,8,5
723,19,119,4.8,Lyon,Iowa,IA,56,5,5,5,5,5,5,5,8,8,-1,-1,8,5,8,8,8,-1,5,6,8,-1,5
724,19,121,3.8,Madison,Iowa,IA,57,7,8,7,5,7,5,5,8,8,-1,-1,8,8,8,8,5,-1,5,6,8,8,7
725,19,123,5.1,Mahaska,Iowa,IA,60,5,5,5,6,7,5,5,5,6,-1,-1,6,5,8,6,6,-1,8,6,5,5,5
726,19,125,7.2,Marion,Iowa,IA,26,5,5,5,5,5,5,5,5,5,-1,-1,7,5,8,5,5,-1,5,6,6,5,5
727,19,127,6.9,Marshall,Iowa,IA,26,7,5,7,8,7,8,8,5,5,-1,7,5,8,7,8,8,-1,8,5,6,6,7
728,19,129,6.0,Mills,Iowa,IA,38,5,8,7,5,5,7,5,5,5,-1,-1,5,5,8,8,8,-1,7,6,5,6,5
729,19,131,4.6,Mitchell,Iowa,IA,54,5,5,5,5,7,5,8,8,8,-1,-1,8,8,8,8,8,-1,5,8,6,6,5
730,19,133,10.0,Monona,Iowa,IA,58,5,7,7,8,5,7,5,5,5,-1,-1,5,5,5,8,8,-1,8,8,6,8,5
731,19,135,11.1,Monroe,Iowa,IA,62,5,5,5,6,7,5,5,5,5,-1,-1,5,5,8,6,8,-1,6,6,6,8,5
732,19,137,13.2,Montgomery,Iowa,IA,60,5,7,8,6,5,7,5,8,8,-1,-1,8,8,5,6,6,-1,6,6,8,8,7
733,19,139,5.7,Muscatine,Iowa,IA,48,5,5,5,8,5,8,5,5,5,-1,8,5,5,6,8,8,-1,8,6,8,5,5
734,19,141,3.7,O'Brien,Iowa,IA,57,5,7,5,5,7,5,5,8,8,-1,-1,5,8,8,6,8,-1,5,6,5,5,5
735,19,143,13.3,Osceola,Iowa,IA,56,5,5,7,7,5,5,5,8,8,-1,-1,5,8,5,5,8,-1,7,8,5,8,5
736,19,145,5.1,Page,Iowa,IA,60,7,5,8,6,5,7,5,8,8,-1,-1,8,8,5,8,6,-1,6,6,6,6,5
737,19,147,8.7,Palo Alto,Iowa,IA,59,5,5,5,5,5,5,5,8,8,-1,-1,8,5,8,8,5,-1,5,6,8,-1,7
738,19,149,7.5,Plymouth,Iowa,IA,57,5,7,7,5,7,5,5,7,8,-1,-1,5,8,8,8,8,-1,5,6,8,5,5
739,19,151,1.7,Pocahontas,Iowa,IA,54,5,5,7,5,5,5,5,5,5,-1,-1,5,8,5,8,8,-1,7,6,8,8,7
740,19,153,6.5,Polk,Iowa,IA,9,5,5,7,7,5,7,5,7,7,8,8,5,7,8,5,8,7,8,5,5,8,5
741,19,155,8.3,Pottawattamie,Iowa,IA,20,7,5,8,8,5,8,7,8,8,-1,-1,5,8,5,8,8,7,8,6,6,8,5
742,19,157,7.3,Poweshiek,Iowa,IA,55,5,5,5,8,5,7,5,5,5,-1,-1,5,8,5,8,6,-1,5,6,8,5,7
743,19,159,8.1,Ringgold,Iowa,IA,61,7,5,7,6,5,5,5,5,5,-1,-1,7,5,5,6,8,-1,5,-1,5,-1,7
744,19,161,4.9,Sac,Iowa,IA,59,7,7,5,5,7,5,5,8,5,-1,-1,8,5,8,8,8,-1,5,8,8,6,5
745,19,163,6.9,Scott,Iowa,IA,15,5,5,5,6,7,8,5,5,5,8,-1,5,8,7,8,5,5,6,5,8,6,5
746,19,165,2.7,Shelby,Iowa,IA,56,7,7,7,5,7,5,5,8,6,-1,-1,5,8,5,8,8,-1,5,6,5,8,5
747,19,167,4.3,Sioux,Iowa,IA,47,5,5,5,5,5,5,5,5,5,-1,-1,5,5,7,8,5,-1,5,6,5,5,5
748,19,169,4.5,Story,Iowa,IA,17,5,5,5,5,5,5,5,5,5,-1,-1,5,5,5,6,5,-1,5,5,5,5,5
749,19,171,5.2,Tama,Iowa,IA,54,5,7,5,8,5,7,8,8,5,-1,8,7,8,8,8,8,-1,5,8,5,8,5
750,19,173,10.6,Taylor,Iowa,IA,61,7,5,7,5,5,5,5,5,5,-1,-1,5,8,8,8,6,-1,5,6,5,6,5
751,19,175,7.9,Union,Iowa,IA,60,5,5,5,5,5,5,5,8,8,-1,-1,8,8,8,8,8,-1,6,8,5,8,7
752,19,177,10.6,Van Buren,Iowa,IA,59,5,5,5,8,7,5,8,7,5,-1,-1,5,8,8,8,8,-1,5,8,8,8,7
